...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
658,NA,NA,IN,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,1.00975488097335,0.267234203504611,IN,2023-05-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
660,NA,NA,IN,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,0.933689871821146,0.659613653795155,IN,2023-05-30,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
662,0.820869746910128,0.349617296041129,IN,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
663,0.329985450707714,0.237186298317365,IN,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,0.828740675115529,0.416791708764571,IN,2023-06-02,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
665,0.649175233642061,0.453492331896681,IN,2023-06-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
666,NA,NA,IN,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,1.52305049677523,0.2797540585323505,IN,2023-06-05,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
668,0.413620428579437,0.2967925908459855,IN,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,NA,NA,IN,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,0.4322790532045,0.3132301966743655,IN,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
671,NA,NA,IN,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,0.815952285900534,0.415268241558232,IN,2023-06-10,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
673,1.11962553748094,0.7929244778594,KS,2023-04-30,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
674,0.95076128220994,0.67919553905581,KS,2023-05-01,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
675,NA,NA,KS,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,0.920757751526117,0.65443317238884,KS,2023-05-04,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
678,NA,NA,KS,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,0.929123376286799,0.657419036970765,KS,2023-05-06,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
680,NA,NA,KS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.614700331156414,0.3425764919384755,KS,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,0.0929071982811359,0.068728221272074,KS,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,0.103397876908399,0.073126158117945,KS,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
684,NA,NA,KS,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.758987870274919,0.54279691315393,KS,2023-05-16,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
690,NA,NA,KS,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.723663940884157,0.503456138134085,KS,2023-05-23,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
697,NA,NA,KS,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.236218764039384,0.170868594608111,KS,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
699,NA,NA,KS,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.526814902360274,0.3730999133504825,KS,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
704,NA,NA,KS,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.334648232448608,0.0387046582396613,KY,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
716,0.622602433218504,0.263347853653412,KY,2023-05-01,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
717,0.774287676138213,0.04404213012995045,KY,2023-05-02,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
718,NA,NA,KY,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,0.572309164569497,0.259436634458401,KY,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,0.644717103589461,0.349713548068741,KY,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
721,NA,NA,KY,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.535899640330609,0.254991380393173,KY,2023-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
724,1.75803996851107,0.612082922927495,KY,2023-05-09,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
725,0.100807207368896,0.073126158117945,KY,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726,0.849888073358712,0.602059889432405,KY,2023-05-11,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
727,0.848540554106045,0.58673553054216,KY,2023-05-12,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
728,NA,NA,KY,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.809967638765362,0.562042432414875,KY,2023-05-15,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
731,NA,NA,KY,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,KY,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.550423024145367,0.1463207562508845,KY,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,0.647393975108733,0.4569273917851025,KY,2023-05-23,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
739,0.620589833913681,0.444686498597112,KY,2023-05-24,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
740,NA,NA,KY,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,KY,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,0.372604830995903,0.2937922319777255,KY,2023-06-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
753,NA,NA,KY,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.173532649972177,0.0387046582396613,LA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0.48067317140668,0.2007656758752515,LA,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
759,0.199802195255101,0.04404213012995045,LA,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
760,0.811454126824648,0.04697206198858175,LA,2023-05-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
761,0.617175435061186,0.0500871093438825,LA,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,0.902487053588566,0.0533955708263705,LA,2023-05-05,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
763,NA,NA,LA,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,0.0821692161294985,0.0606258488037525,LA,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765,0.757558260425624,0.064564025050952,LA,2023-05-08,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
766,0.0947860092823208,0.068728221272074,LA,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
767,1.76541618735876,0.613496802102655,LA,2023-05-10,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
768,1.04425031012675,0.28748310995255,LA,2023-05-11,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,1.03654140989526,0.73397957341934,LA,2023-05-12,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
770,NA,NA,LA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,LA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,0.560570087709592,0.330454863736701,LA,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
773,0.519240197102416,0.254554975914673,LA,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
774,0.502917221656748,0.320829836144795,LA,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
775,NA,NA,LA,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,NA,NA,LA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,NA,NA,LA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,0.196231309885077,0.1386961361727985,LA,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,0.43749231953456,0.307765760069658,LA,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,0.695034829948955,0.229901647635638,LA,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
781,NA,NA,LA,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,1.53138102551139,0.170868594608111,LA,2023-05-25,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
783,NA,NA,LA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,LA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,0.268309956770498,0.1978330256279295,LA,2023-05-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
786,1.22968395462012,0.3847275072747725,LA,2023-05-29,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
787,0.926122284682536,0.355224939084313,LA,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
788,1.92432574691643,0.343314788376994,LA,2023-05-31,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1
789,0.3395785845592,0.237186298317365,LA,2023-06-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
790,0.471523012871878,0.3392114509826775,LA,2023-06-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
791,NA,NA,LA,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,0.448458519029605,0.3175720845800605,LA,2023-06-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
793,0.386487793863663,0.2797540585323505,LA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,0.401136019951426,0.2907918731094655,LA,2023-06-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
795,0.882459418085992,0.438687857309477,LA,2023-06-07,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
796,NA,NA,LA,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,0.600269746976707,0.3564223435897465,LA,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
798,NA,NA,LA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,MA,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1.37147933617263,0.50530926408518,MA,2023-05-01,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
801,0.683968309387149,0.357535356737141,MA,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
802,0.20073710651678,0.04697206198858175,MA,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
803,2.11824319777793,0.4648509856408575,MA,2023-05-04,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
804,0.0685909133190296,0.0533955708263705,MA,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,1.07911497984876,0.762654369346615,MA,2023-05-06,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
806,2.87907239637952,0.541784683660735,MA,2023-05-07,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
807,0.991044765589714,0.313887562416327,MA,2023-05-08,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
808,1.36471863008525,0.176908631637546,MA,2023-05-09,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
809,0.699381336052903,0.34083555309717,MA,2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
810,1.3615038239688,0.308477698814109,MA,2023-05-11,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
811,0.583860583355854,0.3346940506753065,MA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
812,NA,NA,MA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,1.50979349108406,0.695951340775335,MA,2023-05-15,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0
815,NA,NA,MA,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,0.440172440747456,0.111024319731846,MA,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
817,1.89606033264975,0.4492881406371595,MA,2023-05-18,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
818,1.98515011011255,0.58648415709162,MA,2023-05-19,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
819,0.18394182231596,0.131354165138751,MA,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,NA,NA,MA,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,0.554451167760823,0.1463207562508845,MA,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
822,1.36666622721172,0.529365729672715,MA,2023-05-23,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
823,1.02057877950004,0.3872514010390835,MA,2023-05-24,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
824,0.691458239268806,0.4912889879441525,MA,2023-05-25,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
825,0.246515865117506,0.1795961672775265,MA,2023-05-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
826,0.253748351264563,0.1885867834134585,MA,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
827,0.941632547738365,0.66449333923132,MA,2023-05-28,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
828,1.23519140800781,0.207326325128594,MA,2023-05-29,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
829,0.925616150117182,0.438982171084025,MA,2023-05-30,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
830,2.03156236250521,0.546983489396985,MA,2023-05-31,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
831,0.592570072332341,0.348236169014458,MA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
832,2.0790493012371,0.541804151473785,MA,2023-06-02,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
833,0.465374379997137,0.3282889923978735,MA,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,0.375199654345677,0.268859087489895,MA,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
835,NA,NA,MA,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,0.862265391346358,0.4338779596932115,MA,2023-06-06,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
837,1.33787802704514,0.4185454690948625,MA,2023-06-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
838,1.27473945512499,0.401385761402787,MA,2023-06-08,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
839,1.38369192367004,0.4454723335388515,MA,2023-06-09,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
840,0.390143023420058,0.2970467822513555,MA,2023-06-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
841,0.523637416793512,0.0387046582396613,MD,2023-04-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
842,1.25770398639234,0.3187161069574265,MD,2023-05-01,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
843,1.35764916313951,0.357535356737141,MD,2023-05-02,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
844,0.401009708862323,0.04697206198858175,MD,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
845,2.22279002898412,0.398813789983658,MD,2023-05-04,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
846,1.01689717718598,0.315535302241069,MD,2023-05-05,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
847,0.536514848564911,0.2070340633229845,MD,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
848,0.489848820058205,0.2027427819491445,MD,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
849,1.65515869317394,0.3555970098447625,MD,2023-05-08,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
850,0.511231643333233,0.20456689668593,MD,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
851,1.27703288423478,0.4210216856279375,MD,2023-05-10,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
852,1.06800880005391,0.3387588757973845,MD,2023-05-11,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
853,NA,NA,MD,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,0.951106450980746,0.0877947127935255,MD,2023-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
855,1.02612705636443,0.72442789936412,MD,2023-05-14,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
856,0.79577678514189,0.3872707588902845,MD,2023-05-15,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
857,1.35852249082363,0.628751334175195,MD,2023-05-16,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
858,0.990738661791427,0.4348541498830855,MD,2023-05-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
859,0.797091347976465,0.117519265043897,MD,2023-05-18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
860,0.762266865834562,0.531060424089535,MD,2023-05-19,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
861,NA,NA,MD,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,1.09739417469823,0.367244487760445,MD,2023-05-21,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
863,1.1669182989222,0.3751686262703565,MD,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
864,0.650862574285638,0.4569273917851025,MD,2023-05-23,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
865,1.10737076300256,0.5335745791534,MD,2023-05-24,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
866,0.896586019274184,0.461897410504518,MD,2023-05-25,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
867,0.259535737424264,0.1795961672775265,MD,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
868,0.86259280227728,0.608031492743355,MD,2023-05-27,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
869,0.561674121164223,0.396497455884887,MD,2023-05-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
870,1.27235172303919,0.413433644354399,MD,2023-05-29,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
871,0.98804584077185,0.343308289573533,MD,2023-05-30,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
872,1.09946694170399,0.527515952595385,MD,2023-05-31,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
873,1.19377228870762,0.557512010622995,MD,2023-06-01,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
874,0.850090657563378,0.2475603667931285,MD,2023-06-02,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
875,0.645857092644689,0.453492331896681,MD,2023-06-03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
876,0.678839315163289,0.3843766464161,MD,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
877,2.1314569356007,0.2797540585323505,MD,2023-06-05,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0
878,0.370468522791091,0.2937922319777255,MD,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
