...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
665,NA,NA,IN,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,0.878515977183212,0.4458506378360135,IN,2023-08-27,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
667,2.57338757845092,0.434853098063488,IN,2023-08-28,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
668,1.2217671210146,0.58285217427014,IN,2023-08-29,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
669,0.876338816479048,0.41827763953256353,IN,2023-08-30,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
670,0.86116241738853,0.3217125240339485,IN,2023-08-31,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
671,0.864069945604496,0.3222895888853615,IN,2023-09-01,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
672,1.15331649261454,0.3575783713083715,IN,2023-09-02,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
673,NA,NA,KS,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,0.734276836108122,0.521449347930615,KS,2023-07-27,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
678,NA,NA,KS,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,0.427514200292705,0.2990137311841835,KS,2023-07-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
681,0.802454403168121,0.56644212508861,KS,2023-07-31,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
682,NA,NA,KS,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,0.597503971556531,0.426235091322852,KS,2023-08-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
684,NA,NA,KS,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.792047752409418,0.413336593678004,KS,2023-08-07,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
689,NA,NA,KS,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,0.417187570409348,0.301022687249967,KS,2023-08-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
691,0.627734667341424,0.4405467052085755,KS,2023-08-10,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
692,NA,NA,KS,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,1.01452043862456,0.4992397483050655,KS,2023-08-18,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
700,NA,NA,KS,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,0.665327730626725,0.4646435815055355,KS,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
702,NA,NA,KS,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.455875970377594,0.32256471597119,KS,2023-08-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
704,0.459723211086206,0.3251188338411785,KS,2023-08-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
705,NA,NA,KS,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,0.416535434049618,0.29324665975887,KS,2023-08-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
708,NA,NA,KS,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.58626477500811,0.365861951566452,KS,2023-08-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
710,NA,NA,KS,2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,0.487427131452614,0.3500990077578135,KS,2023-08-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,NA,NA,KS,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.816910084089171,0.57816626736956,KY,2023-07-24,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
717,0.800044446944912,0.4192926721511605,KY,2023-07-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
718,NA,NA,KY,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,0.422548684338228,0.300822552548672,KY,2023-07-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,0.417288234146867,0.3000974099527415,KY,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
721,NA,NA,KY,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,0.609911178268357,0.42477302032765,KY,2023-08-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
725,1.36486596990872,0.4573568071571875,KY,2023-08-02,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
726,NA,NA,KY,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,0.651220766541681,0.4566767532871445,KY,2023-08-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
729,NA,NA,KY,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.808996080967569,0.426707566732469,KY,2023-08-07,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
731,0.551753978956714,0.3917273323404625,KY,2023-08-08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
732,1.05116342870405,0.511917084512545,KY,2023-08-09,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
733,NA,NA,KY,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.507188262928473,0.360138466953323,KY,2023-08-14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
738,5.6604166052876,0.3500738752289925,KY,2023-08-15,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
739,0.430813433214818,0.3099321774862495,KY,2023-08-16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
740,1.01484430017668,0.311716633173441,KY,2023-08-17,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
741,0.443048600831881,0.3136294889956585,KY,2023-08-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
742,0.459269206123891,0.3326848137008785,KY,2023-08-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,0.771505767664158,0.542142680795805,KY,2023-08-20,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
744,1.36665849576851,0.4885769211975005,KY,2023-08-21,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
745,0.843022290125021,0.4301451787785685,KY,2023-08-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
746,1.73328823709401,0.433178022417287,KY,2023-08-23,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0
747,1.19183693637129,0.3797036150434175,KY,2023-08-24,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
748,0.472888506961954,0.3306094693538875,KY,2023-08-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
749,NA,NA,KY,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,1.6186728687842,0.4142412634457215,KY,2023-08-28,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
752,0.904944782382652,0.422323226497573,KY,2023-08-29,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
753,1.04900474150858,0.390164312270554,KY,2023-08-30,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
754,1.58621964464884,0.469856241763584,KY,2023-08-31,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0
755,0.802620766394677,0.41221462853057,KY,2023-09-01,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
756,1.08862992282853,0.52694880916665,KY,2023-09-02,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
757,1.00959204900542,0.304937300170643,LA,2023-07-23,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
758,NA,NA,LA,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,NA,NA,LA,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,NA,NA,LA,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,0.423490395006448,0.300822552548672,LA,2023-07-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
762,0.415102312525006,0.3000974099527415,LA,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,NA,NA,LA,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,LA,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,NA,NA,LA,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,NA,NA,LA,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,0.42872561562845,0.2983100688783875,LA,2023-08-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
768,NA,NA,LA,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,0.419550678858816,0.298459853793996,LA,2023-08-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
770,NA,NA,LA,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,LA,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,NA,NA,LA,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,NA,NA,LA,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,1.54170110437579,0.480805688687809,LA,2023-08-09,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
775,2.13313178346518,0.445421555350491,LA,2023-08-10,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
776,7.03885129059879,0.4600702024092345,LA,2023-08-11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
777,1.35936623890848,0.3629635786179835,LA,2023-08-12,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
778,2.82283503759565,0.4752161732888045,LA,2023-08-13,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0
779,2.68271749624329,0.4442078480284535,LA,2023-08-14,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
780,6.43639102176263,0.4739328474993835,LA,2023-08-15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
781,3.54887736374527,0.406870621265868,LA,2023-08-16,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1
782,7.33915494172249,0.4795428403621965,LA,2023-08-17,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
783,4.15865597416085,0.443576074810609,LA,2023-08-18,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
784,4.47459445966891,0.4335156794659735,LA,2023-08-19,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0
785,5.62431650114449,0.473992878932218,LA,2023-08-20,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
786,7.29193093467127,0.489956144556738,LA,2023-08-21,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
787,5.93723680292007,0.4420449556128535,LA,2023-08-22,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
788,6.98148306849379,0.439472989509195,LA,2023-08-23,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
789,3.58472578134963,0.4041216997266505,LA,2023-08-24,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
790,4.32772122018743,0.4207887887616955,LA,2023-08-25,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
791,5.44514169019435,0.465002303901426,LA,2023-08-26,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
792,2.90779959467606,0.442298658360803,LA,2023-08-27,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
793,6.5576922978799,0.489545474732233,LA,2023-08-28,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
794,6.51296192323808,0.4294015265081105,LA,2023-08-29,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
795,3.24112320847955,0.4072384168080295,LA,2023-08-30,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0
796,4.38010951819032,0.4340201096402245,LA,2023-08-31,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
797,3.31786758922042,0.4476397228088175,LA,2023-09-01,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
798,8.70399291922901,0.4591550877375995,LA,2023-09-02,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
799,0.580195058218444,0.4118825872230635,MA,2023-07-23,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
800,1.27720657620849,0.4092290926886995,MA,2023-07-24,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0
801,0.855314587679586,0.4240129029397475,MA,2023-07-25,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
802,0.68634051194716,0.38156954239538,MA,2023-07-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
803,0.863656680107966,0.446143765900566,MA,2023-07-27,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
804,0.708882893402515,0.3881131586868975,MA,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
805,0.88562533331851,0.365237477477894,MA,2023-07-29,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
806,NA,NA,MA,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.11882083763679,0.39593804847571,MA,2023-07-31,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0
808,0.679471782954653,0.383121081695788,MA,2023-08-01,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
809,1.35619900138949,0.433401060906317,MA,2023-08-02,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
810,1.42901157384891,0.330685040418465,MA,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
811,0.731504258495046,0.3927812984815345,MA,2023-08-04,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
812,0.776352165956684,0.4189482830115855,MA,2023-08-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
813,1.02399798264035,0.383908239964713,MA,2023-08-06,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
814,1.42404514280496,0.443084353055349,MA,2023-08-07,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0
815,0.721149564747786,0.3926001497719575,MA,2023-08-08,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
816,2.91136660912153,0.4238289534385245,MA,2023-08-09,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
817,0.633852041245949,0.374616769936716,MA,2023-08-10,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
818,NA,NA,MA,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,NA,NA,MA,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.38997576601501,0.3281042129604235,MA,2023-08-14,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
822,1.01543842004946,0.3825112739355985,MA,2023-08-15,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
823,1.11749674503747,0.39616949286254,MA,2023-08-16,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
824,1.92977236204378,0.4041131096325265,MA,2023-08-17,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
825,1.38510995391598,0.459288636908487,MA,2023-08-18,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
826,0.949908381688971,0.435192148482226,MA,2023-08-19,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
827,1.33516865199423,0.3215455708122085,MA,2023-08-20,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
828,1.88182227617539,0.416819922205366,MA,2023-08-21,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
829,1.17178232843476,0.3789676182396175,MA,2023-08-22,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
830,1.31205780283779,0.31395452334966,MA,2023-08-23,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
831,1.80388038353366,0.3838994497632985,MA,2023-08-24,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
832,1.05833672168715,0.3693354880253825,MA,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
833,1.05100589874813,0.4558285408074335,MA,2023-08-26,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
834,1.79754984335651,0.3644312335811085,MA,2023-08-27,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
835,1.5945881917743,0.415621639288319,MA,2023-08-28,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
836,0.69932480065457,0.373075220387256,MA,2023-08-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
837,1.34282204480773,0.380140152755989,MA,2023-08-30,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
838,1.60791410025719,0.4160143728178615,MA,2023-08-31,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1
839,3.12476591208035,0.3987683473278185,MA,2023-09-01,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
840,1.56856723690616,0.4639085337310915,MA,2023-09-02,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
841,0.423880760374189,0.304937300170643,MD,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,0.738644399692787,0.3938653743760495,MD,2023-07-24,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
843,1.0102034945044,0.4975500140478235,MD,2023-07-25,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
844,0.799930897532415,0.4221994833783975,MD,2023-07-26,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
845,0.632942692653728,0.4489971551737345,MD,2023-07-27,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
846,0.743139662876978,0.3936823972698315,MD,2023-07-28,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
847,NA,NA,MD,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,NA,NA,MD,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,1.42521244695593,0.393293060807737,MD,2023-07-31,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
850,1.1315697114332,0.3745114973312025,MD,2023-08-01,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
851,0.948062160308377,0.428002435813414,MD,2023-08-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
852,1.4014702127093699,0.327896590456747,MD,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
853,0.82138981248087,0.4132003495679835,MD,2023-08-04,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
854,1.18635775226937,0.3869505115149285,MD,2023-08-05,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
855,NA,NA,MD,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,0.840026811532771,0.4123476112526195,MD,2023-08-07,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
857,0.989966688194144,0.300258506008589,MD,2023-08-08,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
858,1.20384732150937,0.3865844684259215,MD,2023-08-09,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
859,NA,NA,MD,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,1.21168209416997,0.397547079135862,MD,2023-08-11,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1
861,NA,NA,MD,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,NA,NA,MD,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,1.34431574019163,0.4238110168383265,MD,2023-08-14,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1
864,1.64099962171933,0.331497054587203,MD,2023-08-15,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
865,1.67897025296922,0.467916496836548,MD,2023-08-16,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
866,1.1383034064587,0.3810636657267095,MD,2023-08-17,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
867,1.36993723904082,0.4751693714896145,MD,2023-08-18,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0
868,1.09264503272656,0.3930553949250055,MD,2023-08-19,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
869,2.19826477906104,0.4644693275428035,MD,2023-08-20,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
870,1.7958106922171,0.426753513953033,MD,2023-08-21,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
871,1.29557848067582,0.318550283621569,MD,2023-08-22,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
872,2.1499896536661,0.4261022575202865,MD,2023-08-23,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0
873,1.17454088404596,0.396860216905303,MD,2023-08-24,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
874,2.10491943130713,0.3779536300879735,MD,2023-08-25,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0
875,1.67734225408166,0.4179556481791775,MD,2023-08-26,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1
876,1.27978165357318,0.4254812288838435,MD,2023-08-27,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
877,1.66952728241325,0.417313488995281,MD,2023-08-28,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
878,2.34239450035696,0.3806264118870215,MD,2023-08-29,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0
879,2.68070688872285,0.4267516791365725,MD,2023-08-30,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1
880,1.05528475887638,0.378543186734542,MD,2023-08-31,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
881,0.365463501214491,0.25931164350181,MD,2023-09-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
882,0.801190577612894,0.4220097186495455,MD,2023-09-02,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
883,NA,NA,ME,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.430216946255107,0.3037271377497565,ME,2023-07-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
885,NA,NA,ME,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
