...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1688,NA,NA,RI,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,RI,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,RI,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,NA,RI,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,NA,NA,RI,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,NA,NA,RI,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,RI,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,NA,NA,RI,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,NA,RI,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,NA,NA,RI,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,RI,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,NA,NA,RI,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,0.590253609583269,0.409877356017629,RI,2023-11-24,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
1701,NA,NA,RI,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,RI,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,NA,NA,RI,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,NA,NA,RI,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,NA,NA,RI,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,0.802812451045687,0.4161444538898855,RI,2023-11-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
1707,0.96756840329379,0.28584208416733,RI,2023-12-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1708,0.425105271102404,0.3022406520835,RI,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1709,0.809145528110532,0.578631617568975,RI,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1710,0.295192728224908,0.217239923801212,RI,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1711,0.993027006870132,0.483733980461836,RI,2023-12-05,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1712,0.547776559631203,0.378972226306519,RI,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713,NA,NA,RI,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,NA,NA,RI,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,RI,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,NA,NA,RI,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,NA,NA,RI,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,NA,NA,RI,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,0.481342804564253,0.312364904492423,RI,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1720,0.819387121351071,0.56551615006431,RI,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1721,NA,NA,RI,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,0.076295647797031907,0.056010694185791,RI,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,1.43767071027767,0.483765275499105,SC,2023-11-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1724,2.411525693548,0.514466179463995,SC,2023-11-06,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
1725,2.25071319353409,0.488555342409498,SC,2023-11-07,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
1726,0.886916109808694,0.312852377220253,SC,2023-11-08,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
1727,0.732620742183231,0.392823739011508,SC,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1728,0.535816858324128,0.326271241882975,SC,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1729,NA,NA,SC,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,NA,NA,SC,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,1.91191772077371,0.1592679453034675,SC,2023-11-13,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
1732,1.48926247343279,0.503687313637455,SC,2023-11-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1733,1.88462629472819,0.57240039738177,SC,2023-11-15,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0
1734,1.0114557890029,0.374743906571926,SC,2023-11-16,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1735,0.909225401700023,0.3623162127045165,SC,2023-11-17,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
1736,NA,NA,SC,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,0.240874439995148,0.1740651865565255,SC,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1738,3.87438596520257,0.480519872051039,SC,2023-11-20,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
1739,NA,NA,SC,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,NA,NA,SC,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,NA,NA,SC,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,0.732449826803741,0.203537212613022,SC,2023-11-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1743,NA,NA,SC,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,0.869276007966091,0.612560353399265,SC,2023-11-26,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1745,1.20918052411289,0.495339343922072,SC,2023-11-27,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1746,1.36631192610777,0.31879052566699,SC,2023-11-28,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
1747,NA,NA,SC,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,1.2441737095236,0.416670416670061,SC,2023-11-30,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0
1749,0.40183488191608,0.28584208416733,SC,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1750,NA,NA,SC,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,SC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,1.68818471639353,0.50473347281451,SC,2023-12-04,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
1753,0.842819933051894,0.401606453275618,SC,2023-12-05,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
1754,0.985909158539672,0.2801149048997685,SC,2023-12-06,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1755,0.891266042500858,0.3870416166682405,SC,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1756,1.28582507157162,0.4150533080576575,SC,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
1757,NA,NA,SC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,SC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,1.49423333480682,0.4933479276447305,SC,2023-12-11,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1760,2.72855686308899,0.418077993965335,SC,2023-12-12,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0
1761,2.09969248937617,0.4269380311191275,SC,2023-12-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1762,3.51398935967063,0.73251886766433,SC,2023-12-14,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1763,1.5422388338897,0.408171986670201,SC,2023-12-15,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
1764,NA,NA,SC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,0.741478067891683,0.522319200441345,SD,2023-11-05,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1766,0.758734635101531,0.3852646188224265,SD,2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1767,0.685597611009064,0.488555342409498,SD,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1768,0.798946686606234,0.56870131204076,SD,2023-11-08,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
1769,0.222131429211571,0.1570798591723175,SD,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1770,0.220821301762519,0.1572079025682475,SD,2023-11-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1771,0.222002650926537,0.157596691948939,SD,2023-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1772,0.53876709130892,0.328933048153233,SD,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1773,0.711280068721234,0.501656279975915,SD,2023-11-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1774,0.230002008543968,0.1606142984975415,SD,2023-11-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1775,0.229755355548424,0.162349677869421,SD,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1776,0.235140808089126,0.164515268278609,SD,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1777,1.22202581958273,0.395537824814945,SD,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
1778,NA,NA,SD,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,0.25048219682201,0.183515940843467,SD,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1782,0.693304356622041,0.189346207653403,SD,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1783,NA,NA,SD,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,0.739265100910343,0.203537212613022,SD,2023-11-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
1785,NA,NA,SD,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,0.982154006626321,0.3405359319838175,SD,2023-11-27,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
1788,1.1260311066089,0.4677600129380715,SD,2023-11-28,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1789,0.892210383182159,0.256614099749777,SD,2023-11-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
1790,0.882442166496101,0.62493744516473,SD,2023-11-30,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1791,1.70154565594471,0.370594453252551,SD,2023-12-01,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0
1792,NA,NA,SD,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,SD,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,1.24126144236814,0.4991152219058605,SD,2023-12-04,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1795,0.531310376145708,0.3582418574100005,SD,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1796,NA,NA,SD,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,SD,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,SD,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,0.639274678064905,0.44597684170472,SD,2023-12-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1800,NA,NA,SD,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,1.02442427252684,0.7260900058124,SD,2023-12-13,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1804,1.15294943318506,0.459062644810544,SD,2023-12-14,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
1805,1.04918708131215,0.734001595112495,SD,2023-12-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1806,1.0567997080691,0.743501565150855,SD,2023-12-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1807,0.599016827489305,0.158729370158306,TN,2023-11-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1808,1.0866756280479,0.271647949499752,TN,2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1809,0.864850596332261,0.3093684169347395,TN,2023-11-07,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1810,0.855625509482903,0.60391253759038,TN,2023-11-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1811,1.16571964978741,0.3811128419027955,TN,2023-11-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1812,0.87026601396126,0.61145610015714,TN,2023-11-10,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1813,NA,NA,TN,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,1.21997852133703,0.587084614465675,TN,2023-11-12,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
1815,1.08808412890043,0.3304621126396915,TN,2023-11-13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
1816,NA,NA,TN,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1817,1.05699363932654,0.52060691148903,TN,2023-11-15,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1818,0.872114150692454,0.613392146909645,TN,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1819,1.15422167141681,0.557476176337275,TN,2023-11-17,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1820,0.753566155116167,0.3849252319301795,TN,2023-11-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821,NA,NA,TN,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,1.56795587420208,0.178443176854243,TN,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1823,1.19870155645608,0.57692346838939,TN,2023-11-21,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0
1824,1.24018936930805,0.294778512180766,TN,2023-11-22,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
1825,0.277967904116032,0.195998361269215,TN,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1826,0.669362973204569,0.3653161205343265,TN,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1827,1.01354918172356,0.342410804796974,TN,2023-11-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
1828,1.17659059648569,0.477280719076787,TN,2023-11-26,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1
1829,1.82456587895973,0.397986151896719,TN,2023-11-27,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1
1830,0.777308611049613,0.543830666918585,TN,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1831,1.47542566870181,0.5022523243546,TN,2023-11-29,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
1832,0.68870271867517,0.3789823430614975,TN,2023-11-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1833,1.25136995100206,0.49601088075842,TN,2023-12-01,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
1834,0.890043386806413,0.4431780288656265,TN,2023-12-02,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1835,NA,NA,TN,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,1.40778530521491,0.329773419131632,TN,2023-12-04,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0
1837,2.03370404348412,0.326374444139987,TN,2023-12-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1838,1.44096126444161,0.4390768592084215,TN,2023-12-06,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
1839,0.789764348804372,0.395022821698042,TN,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1840,0.929448742655802,0.1484134898966365,TN,2023-12-08,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1841,NA,NA,TN,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,0.674748457516074,0.4694878783295405,TN,2023-12-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1843,2.07643004847609,0.422599116507164,TN,2023-12-11,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
1844,2.39533269740078,0.517405987924715,TN,2023-12-12,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
1845,0.754375838545388,0.34255059855438,TN,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
1846,2.00580371415642,0.72004428537275,TN,2023-12-14,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
1847,1.60992642473155,0.41218604183841,TN,2023-12-15,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
1848,NA,NA,TN,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,0.220646108974528,0.158729370158306,TX,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1850,1.88659629485521,0.4280397087360785,TX,2023-11-06,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0
1851,2.07210430800606,0.55867722137072,TX,2023-11-07,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0
1852,1.19466378549278,0.3134903126859785,TX,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1853,1.39209501401315,0.3398451936571175,TX,2023-11-09,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
1854,1.70724179407333,0.2333670933647135,TX,2023-11-10,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0
1855,0.594024219069646,0.3442362881462035,TX,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1856,0.596322881775155,0.1582732956474445,TX,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
1857,3.68651089345367,0.4771099301043135,TX,2023-11-13,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0
1858,1.88200620987875,0.1606142984975415,TX,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
1859,1.53022723210587,0.386359436867105,TX,2023-11-15,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
1860,0.769127584305021,0.388953707594126,TX,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1861,NA,NA,TX,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,NA,NA,TX,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,NA,NA,TX,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,1.71925171855484,0.4384047382024185,TX,2023-11-20,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
1865,1.85662769918769,0.3681053634153475,TX,2023-11-21,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
1866,0.848655261013569,0.597683405148625,TX,2023-11-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1867,0.279520993455741,0.195998361269215,TX,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1868,0.437037290941001,0.3067072843153255,TX,2023-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1869,NA,NA,TX,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,0.851300010085988,0.599385354359935,TX,2023-11-26,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1871,3.1193746547506,0.402076837851075,TX,2023-11-27,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
1872,0.968492286297463,0.3937606791691345,TX,2023-11-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
1873,0.817260927348328,0.3223185285438495,TX,2023-11-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1874,2.36769557427851,0.4538720984019145,TX,2023-11-30,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1875,1.47632564291349,0.505522470182075,TX,2023-12-01,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1
1876,0.428415421777693,0.3022406520835,TX,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1877,1.71708435956117,0.617517623390325,TX,2023-12-03,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0
