...1,es_score,brier_score,location,target_date,X22F_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X22F_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
831,NA,NA,MA,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,NA,NA,MA,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,NA,NA,MA,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,NA,NA,MA,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,4.48305699751739e-6,6.7548998783359e-6,MA,2024-03-12,1,1,1,1,1,1,1,1,1,1
837,1.5298962311848e-4,5.90216834756835e-6,MA,2024-03-13,1,1,1,1,1,1,1,1,1,1
838,NA,NA,MA,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,1.28693434047183e-6,4.50884867673513e-6,MA,2024-03-15,1,1,1,1,1,1,1,1,1,1
840,7.07106782383291e-6,3.942140977170425e-6,MA,2024-03-16,1,1,1,1,1,1,1,1,1,1
841,0.00511371409789746,0.001070581881448355,MD,2024-02-04,1,1,1,1,1,1,1,1,1,1
842,0.0692499488329898,9.341337825297e-4,MD,2024-02-05,1,1,1,1,1,1,1,1,1,1
843,1.19917970998358,0.315422824051417,MD,2024-02-06,1,1,0,1,0,1,1,0,1,0
844,1.13375968280389,0.121542770530884,MD,2024-02-07,1,1,0,0,1,1,1,1,0,0
845,0.0113559909060071,6.19795860686765e-4,MD,2024-02-08,1,1,1,1,1,1,1,1,1,1
846,0.0112714031920751,5.4040287724547e-4,MD,2024-02-09,1,1,1,1,1,1,1,1,1,1
847,8.1550625271083e-4,4.7111745224877e-4,MD,2024-02-10,1,1,1,1,1,1,1,1,1,1
848,NA,NA,MD,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,0.0100086370137931,3.5794148884715e-4,MD,2024-02-12,1,1,1,1,1,1,1,1,1,1
850,4.9083110234314e-4,3.1195962237025e-4,MD,2024-02-13,1,1,1,1,1,1,1,1,1,1
851,0.00851520565384553,2.7186757658364e-4,MD,2024-02-14,1,1,1,1,1,1,1,1,1,1
852,0.00133983556914655,2.3691674106456e-4,MD,2024-02-15,1,1,1,1,1,1,1,1,1,1
853,0.00114699852951151,2.0645228240542e-4,MD,2024-02-16,1,1,1,1,1,1,1,1,1,1
854,9.6525861505054e-4,1.7990168572069e-4,MD,2024-02-17,1,1,1,1,1,1,1,1,1,1
855,9.0590985951556e-4,1.5676463835404e-4,MD,2024-02-18,1,1,1,1,1,1,1,1,1,1
856,0.00240251553235619,1.3660410998338e-4,MD,2024-02-19,1,1,1,1,1,1,1,1,1,1
857,0.00221878943830374,1.19038496892075e-4,MD,2024-02-20,1,1,1,1,1,1,1,1,1,1
858,4.2490913284825e-4,1.0373471095147e-4,MD,2024-02-21,1,1,1,1,1,1,1,1,1,1
859,0.00232832914140869,9.040210577978e-5,MD,2024-02-22,1,1,1,1,1,1,1,1,1,1
860,1.3005107897565e-4,7.8787143576845e-5,MD,2024-02-23,1,1,1,1,1,1,1,1,1,1
861,7.47694709053726e-5,6.866871628166e-5,MD,2024-02-24,1,1,1,1,1,1,1,1,1,1
862,6.2487102699405e-4,5.985404397736e-5,MD,2024-02-25,1,1,1,1,1,1,1,0,1,0
863,0.00292884300193035,5.2175081908845e-5,MD,2024-02-26,1,1,1,1,1,1,1,1,1,1
864,3.1248462938913e-4,4.54853751229003e-5,MD,2024-02-27,1,1,1,1,1,1,1,1,1,1
865,1.36207321695263,0.1983350964637315,MD,2024-02-28,1,1,0,0,1,1,1,0,0,1
866,1.8326793557249e-4,3.457969124791605e-5,MD,2024-02-29,1,1,1,1,1,1,1,1,1,1
867,NA,NA,MD,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,NA,NA,MD,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,NA,NA,MD,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,NA,NA,MD,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,1.0335072694937e-4,1.74633760633168e-5,MD,2024-03-05,1,1,1,1,1,1,1,1,1,1
872,1.38304209978138,0.1989265737055825,MD,2024-03-06,1,1,0,0,1,1,1,0,0,1
873,2.43527575100313e-5,1.3301266781814e-5,MD,2024-03-07,1,1,1,1,1,1,1,1,1,1
874,1.03379011442877e-5,1.16113394503107e-5,MD,2024-03-08,1,1,1,1,1,1,1,1,1,1
875,1.63765930296716e-5,1.01378714274155e-5,MD,2024-03-09,1,1,1,1,1,1,1,1,1,1
876,NA,NA,MD,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,NA,NA,MD,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,NA,NA,MD,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,NA,NA,MD,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,8.08930159165635e-6,5.15813831484105e-6,MD,2024-03-14,1,1,1,1,1,1,1,1,1,1
881,3.45108722973365e-5,4.50884867673513e-6,MD,2024-03-15,1,1,1,1,1,1,1,1,1,1
882,NA,NA,MD,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,NA,NA,ME,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.993477127450525,0.0810269338360475,MI,2024-02-04,1,1,1,0,1,1,1,0,0,1
926,5.42867335029692,0.116015032679874,MI,2024-02-05,1,1,0,1,0,1,1,0,0,0
927,8.15116574275932,0.181103877777872,MI,2024-02-06,1,0,0,1,0,1,0,0,1,0
928,3.6187332425066,0.105995262562796,MI,2024-02-07,1,1,0,1,0,1,1,0,1,0
929,2.87912746018718,0.0875033523755495,MI,2024-02-08,1,0,0,1,0,1,0,0,1,0
930,4.7492815788737,0.141425283964545,MI,2024-02-09,0,1,0,1,0,0,1,0,1,0
931,1.85543548138088,0.1490825061029685,MI,2024-02-10,0,1,0,1,0,0,1,0,1,0
932,1.1712583541472,0.1924544546060745,MI,2024-02-11,1,1,0,1,0,1,1,0,1,0
933,0.434748347951437,0.02569690420780085,MI,2024-02-12,1,1,1,1,1,1,1,0,1,0
934,4.17041741703655,0.104675866434151,MI,2024-02-13,1,1,0,1,0,1,1,0,0,0
935,5.53965860745142,0.118282461537298,MI,2024-02-14,1,1,0,1,0,1,1,0,1,0
936,4.01258838182213,0.134366663537425,MI,2024-02-15,1,1,0,0,0,1,1,0,0,0
937,0.667724731277641,0.034916297567172,MI,2024-02-16,1,1,1,1,1,1,0,0,1,1
938,0.965410306671532,0.061040093910214,MI,2024-02-17,1,1,0,1,0,1,1,1,1,1
939,1.27291443201175,0.140687473428014,MI,2024-02-18,1,1,0,0,1,1,1,0,0,1
940,0.0807022023869758,1.3660410998338e-4,MI,2024-02-19,1,1,1,1,1,1,1,1,1,1
941,4.21026128204922,0.1456302658821135,MI,2024-02-20,1,1,0,0,0,1,1,0,0,1
942,0.800766259369069,0.03277479977147915,MI,2024-02-21,1,1,1,1,0,1,1,0,1,0
943,0.0838921028064182,9.040210577978e-5,MI,2024-02-22,1,1,1,1,1,1,1,1,1,1
944,1.0146923099429,0.04921435830583275,MI,2024-02-23,1,1,0,1,0,1,1,0,1,0
945,5.4180393043874e-4,6.866871628166e-5,MI,2024-02-24,1,1,1,1,1,1,1,1,1,1
946,4.01647817606561,0.2686841258923645,MI,2024-02-25,1,1,0,1,0,1,1,0,1,0
947,2.28145914455292,0.0636628711036415,MI,2024-02-26,1,1,0,1,0,1,1,0,1,0
948,2.42927603534855,0.085863560302277,MI,2024-02-27,1,1,0,1,0,1,1,0,1,0
949,3.74441911481238,0.0956318934047795,MI,2024-02-28,1,1,0,1,0,1,1,0,1,0
950,1.06386928768827,0.0366496085880449,MI,2024-02-29,1,1,0,1,0,1,1,0,1,0
951,1.19071494883163,0.058228382800421,MI,2024-03-01,1,1,0,1,0,1,1,0,1,0
952,1.26302602503978,0.082533167393391,MI,2024-03-02,1,1,0,1,0,1,1,0,1,0
953,9.9000473868945e-4,2.29418561129837e-5,MI,2024-03-03,1,1,1,1,1,1,1,1,1,1
954,3.46884369427963,0.1294351784271435,MI,2024-03-04,1,1,0,0,0,1,1,0,0,0
955,2.5927019872929,0.0944883495739875,MI,2024-03-05,1,1,0,1,0,1,1,0,1,0
956,0.00587203634705002,1.523968347761145e-5,MI,2024-03-06,1,1,1,1,1,1,1,1,1,1
957,4.01982177363707,0.135420429433384,MI,2024-03-07,1,1,0,1,0,1,1,0,1,0
958,1.31781282230601,0.0903256279153855,MI,2024-03-08,1,1,0,1,0,1,1,0,1,0
959,1.35441645878835,0.124246532008725,MI,2024-03-09,1,1,0,1,0,1,1,0,1,0
960,1.38761687216958,0.3314417387409665,MI,2024-03-10,1,1,0,1,0,1,1,0,1,0
961,4.13474549514061,0.2295489683994045,MI,2024-03-11,1,1,0,1,0,1,0,0,1,0
962,1.36556557328381,0.0996345843173835,MI,2024-03-12,1,1,0,0,1,1,1,0,0,1
963,1.32547060410172,0.0622161304674755,MI,2024-03-13,1,1,0,1,0,1,1,0,1,0
964,0.0012207938254016,5.15813831484105e-6,MI,2024-03-14,1,1,1,1,1,1,1,1,1,1
965,6.81792357103729e-5,4.50884867673513e-6,MI,2024-03-15,1,1,1,1,1,1,1,1,1,1
966,2.70680475324614e-5,3.942140977170425e-6,MI,2024-03-16,1,1,1,1,1,1,1,1,1,1
967,0.798816780838299,0.1050210855201095,MN,2024-02-04,1,1,1,1,0,1,1,0,1,0
968,3.80559278917669,0.135195182496098,MN,2024-02-05,1,1,0,1,0,1,1,0,1,0
969,8.86012817848358,0.2712142198850415,MN,2024-02-06,1,1,0,0,0,1,1,0,0,0
970,2.14317914005879,0.1074930144557385,MN,2024-02-07,0,1,0,0,1,0,1,0,0,0
971,2.03668099154374,0.0882178046305895,MN,2024-02-08,0,1,0,0,1,0,1,1,0,0
972,0.48947996324938,5.4040287724547e-4,MN,2024-02-09,1,1,1,1,1,1,1,1,1,1
973,0.693751454664331,0.05678695296641,MN,2024-02-10,1,1,1,1,1,1,1,0,1,0
974,0.992463281332077,0.10710166079191,MN,2024-02-11,1,1,0,1,0,1,1,0,1,0
975,1.90384939906944,0.092060854186013,MN,2024-02-12,1,1,0,1,0,1,1,0,1,0
976,2.82209770118326,0.132501900830405,MN,2024-02-13,1,1,0,0,0,1,1,0,0,0
977,0.017105771340953,2.7186757658364e-4,MN,2024-02-14,1,1,1,1,1,1,1,1,1,1
978,3.73596676074991,0.224049237367651,MN,2024-02-15,1,1,0,1,0,1,1,0,1,0
979,1.02100981691476,0.081196091280194,MN,2024-02-16,1,1,0,1,0,1,1,0,1,0
980,1.16458208854054,0.139288912484563,MN,2024-02-17,1,1,0,1,0,1,1,0,1,0
981,0.0123776253150064,1.5676463835404e-4,MN,2024-02-18,1,1,1,1,1,1,1,1,1,1
982,0.0270366997020023,1.3660410998338e-4,MN,2024-02-19,1,1,1,1,1,1,1,0,1,0
983,2.05671803648764,0.1229779322814455,MN,2024-02-20,0,1,0,1,0,0,1,0,0,0
984,0.043528644744846,1.0373471095147e-4,MN,2024-02-21,1,1,1,1,1,1,1,1,1,1
985,0.0336010886005349,9.040210577978e-5,MN,2024-02-22,1,1,1,1,1,1,1,1,1,1
986,1.1879663399861,0.052153112252662,MN,2024-02-23,0,1,0,1,1,0,1,0,1,1
987,7.7603643077078e-4,6.866871628166e-5,MN,2024-02-24,1,1,1,1,1,1,1,1,1,1
988,1.1431346582963,0.06572356494025,MN,2024-02-25,1,1,0,1,0,1,1,0,1,0
989,0.0144255677345289,5.2175081908845e-5,MN,2024-02-26,1,1,1,1,1,1,1,1,1,1
990,0.0215594222230396,4.54853751229003e-5,MN,2024-02-27,1,1,1,1,1,1,1,1,1,1
991,0.0132611676621345,3.965730663752095e-5,MN,2024-02-28,1,1,1,1,1,1,1,1,1,1
992,0.00291104819163293,3.457969124791605e-5,MN,2024-02-29,1,1,1,1,1,1,1,1,1,1
993,0.00524827543714215,3.015567263396195e-5,MN,2024-03-01,1,1,1,1,1,1,1,1,1,1
994,1.33617218009546,0.110449996614447,MN,2024-03-02,0,1,0,1,1,0,1,0,1,1
995,1.34917554764775,0.1241988598058575,MN,2024-03-03,1,1,0,0,1,1,1,0,0,1
996,0.00465058664322203,2.0014593318894e-5,MN,2024-03-04,1,1,1,1,1,1,1,1,1,1
997,2.2474335959774,0.104551287110454,MN,2024-03-05,1,1,0,0,0,1,1,0,0,0
998,1.23687108093599,0.052251194065268,MN,2024-03-06,1,1,0,1,0,1,1,0,1,0
999,1.2497615414585,0.0551791682976195,MN,2024-03-07,1,1,0,1,0,1,1,0,1,0
1000,2.73254359660008,0.1806396444913205,MN,2024-03-08,1,1,0,1,0,1,1,0,1,0
1001,0.00114614971512344,1.01378714274155e-5,MN,2024-03-09,1,1,1,1,1,1,1,1,1,1
1002,4.7169679277394e-4,8.8529741587009e-6,MN,2024-03-10,1,1,1,1,1,1,1,1,1,1
1003,0.00189788118074886,7.7323648573979e-6,MN,2024-03-11,1,1,1,1,1,1,1,1,1,1
1004,1.32174505160799,0.0663422955514405,MN,2024-03-12,1,1,0,1,0,1,1,0,1,0
1005,3.7301202754549e-4,5.90216834756835e-6,MN,2024-03-13,1,1,1,1,1,1,1,1,1,1
1006,2.4495593150371e-4,5.15813831484105e-6,MN,2024-03-14,1,1,1,1,1,1,1,1,1,1
1007,8.14021324927593e-5,4.50884867673513e-6,MN,2024-03-15,1,1,1,1,1,1,1,1,1,1
1008,6.6634044728008e-4,3.942140977170425e-6,MN,2024-03-16,1,1,1,1,1,1,1,1,1,1
1009,NA,NA,MO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NA,NA,MO,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,1.32463174952321,0.4840388477551385,MO,2024-02-07,1,1,0,0,1,1,1,0,0,1
1013,0.00323526762811233,6.19795860686765e-4,MO,2024-02-08,1,1,1,1,1,1,1,1,1,1
1014,0.0062861035306732696,5.4040287724547e-4,MO,2024-02-09,1,1,1,1,1,1,1,1,1,1
1015,1.30513491927663,0.4791557193226195,MO,2024-02-10,1,1,0,1,0,1,1,0,1,0
1016,NA,NA,MO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,6.1860529784942e-4,3.5794148884715e-4,MO,2024-02-12,1,1,1,1,1,1,1,1,1,1
1018,NA,NA,MO,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,1.38467492612339,0.98004315369996,MO,2024-02-14,1,0,0,1,1,1,0,0,1,1
1020,3.0791671952533e-4,2.3691674106456e-4,MO,2024-02-15,1,1,1,1,1,1,1,1,1,1
1021,2.5873037162872e-4,2.0645228240542e-4,MO,2024-02-16,1,1,1,1,1,1,1,1,1,1
1022,NA,NA,MO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,NA,NA,MO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,NA,NA,MO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,NA,NA,MO,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,2.0183655973126e-4,1.0373471095147e-4,MO,2024-02-21,1,1,1,1,1,1,1,1,1,1
1027,4.9870435612857e-4,9.040210577978e-5,MO,2024-02-22,1,1,1,1,1,1,1,1,1,1
1028,NA,NA,MO,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,NA,NA,MO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,NA,NA,MO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,NA,NA,MO,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,5.71483699439157e-5,3.965730663752095e-5,MO,2024-02-28,1,1,1,1,1,1,1,1,1,1
1034,1.37954532228363,0.494337469798007,MO,2024-02-29,1,1,0,1,0,1,1,0,1,0
1035,4.08283454656627e-5,3.015567263396195e-5,MO,2024-03-01,1,1,1,1,1,1,1,1,1,1
1036,NA,NA,MO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,NA,NA,MO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,NA,NA,MO,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,2.32355287899397e-5,1.74633760633168e-5,MO,2024-03-05,1,1,1,1,1,1,1,1,1,1
1040,3.47755114330668e-5,1.523968347761145e-5,MO,2024-03-06,1,1,1,1,1,1,1,1,1,1
1041,NA,NA,MO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,2.01949696452602e-5,1.16113394503107e-5,MO,2024-03-08,1,1,1,1,1,1,1,1,1,1
1043,NA,NA,MO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,MO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,3.28097546519303e-6,7.7323648573979e-6,MO,2024-03-11,1,1,1,1,1,1,1,1,1,1
1046,NA,NA,MO,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,NA,NA,MO,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,NA,NA,MO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,NA,MO,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,NA,NA,MO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,NA,NA,MS,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,0.00515289721300947,9.341337825297e-4,MS,2024-02-05,1,1,1,1,1,1,1,1,1,1
1053,1.06579710556566,0.189579653938244,MS,2024-02-06,1,1,0,1,0,1,1,0,1,0
1054,0.0391126073841464,7.1074478946562e-4,MS,2024-02-07,1,1,1,1,1,1,1,1,1,1
1055,0.00312202965757769,6.19795860686765e-4,MS,2024-02-08,1,1,1,1,1,1,1,1,1,1
1056,0.0402578024397533,5.4040287724547e-4,MS,2024-02-09,1,1,1,1,1,1,1,1,1,1
1057,NA,NA,MS,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,0.0151006193122785,3.5794148884715e-4,MS,2024-02-12,1,1,1,1,1,1,1,1,1,1
1060,4.4339837929259e-4,3.1195962237025e-4,MS,2024-02-13,1,1,1,1,1,1,1,1,1,1
1061,NA,NA,MS,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,0.00139693147741876,2.3691674106456e-4,MS,2024-02-15,1,1,1,1,1,1,1,1,1,1
1063,0.00124364588452858,2.0645228240542e-4,MS,2024-02-16,1,1,1,1,1,1,1,1,1,1
1064,NA,NA,MS,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,1.39475105633304,0.986273979809095,MS,2024-02-19,0,1,0,1,1,0,1,0,1,1
1067,6.4475144382614e-4,1.19038496892075e-4,MS,2024-02-20,1,1,1,1,1,1,1,1,1,1
1068,5.6024456638689e-4,1.0373471095147e-4,MS,2024-02-21,1,1,1,1,1,1,1,1,1,1
1069,NA,NA,MS,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,1.3147943468816e-4,7.8787143576845e-5,MS,2024-02-23,1,1,1,1,1,1,1,1,1,1
1071,NA,NA,MS,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,0.00200132463166893,5.2175081908845e-5,MS,2024-02-26,1,1,1,1,1,1,1,1,1,1
1074,7.34542522807507e-5,4.54853751229003e-5,MS,2024-02-27,1,1,1,1,1,1,1,1,1,1
1075,NA,NA,MS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,5.77281975016036e-5,3.457969124791605e-5,MS,2024-02-29,1,1,1,1,1,1,1,1,1,1
1077,NA,NA,MS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,NA,NA,MS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,1.1457958261746e-4,2.0014593318894e-5,MS,2024-03-04,1,1,1,1,1,1,1,1,1,1
1081,1.0410026013454e-4,1.74633760633168e-5,MS,2024-03-05,1,1,1,1,1,1,1,1,1,1
1082,2.80645292171568,0.994571909794,MS,2024-03-06,1,1,0,0,1,1,1,0,0,1
1083,NA,NA,MS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,NA,NA,MS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,NA,NA,MS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,2.81004234301179e-5,7.7323648573979e-6,MS,2024-03-11,1,1,1,1,1,1,1,1,1,1
1088,4.05737870186364e-5,6.7548998783359e-6,MS,2024-03-12,1,1,1,1,1,1,1,1,1,1
1089,NA,NA,MS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1.40292529557624,0.497841126118006,MS,2024-03-14,1,1,0,1,0,1,1,0,1,0
1091,NA,NA,MS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,NA,NA,MS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,7.8413899579947e-4,6.19795860686765e-4,MT,2024-02-08,1,1,1,1,1,1,1,1,1,1
1098,NA,NA,MT,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
