...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
713,NA,NA,KS,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.562221633198714,0.2574448283068035,KY,2023-05-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0
717,1.80039547689839,0.624330032480545,KY,2023-05-09,1,1,1,0,1,1,0,1,1,1,0,1,1,0
718,0.0953271722437042,0.0659050840355565,KY,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,0.886174078082457,0.62486963266885,KY,2023-05-11,1,0,1,1,1,1,1,1,0,1,1,1,1,0
720,0.836724276532868,0.59986143818594,KY,2023-05-12,1,1,1,0,1,1,1,1,1,1,1,1,1,1
721,NA,NA,KY,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.794359076816259,0.575605089710805,KY,2023-05-15,1,1,1,0,1,1,1,1,1,1,1,1,1,1
724,NA,NA,KY,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,KY,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.499498995702461,0.128436079727243,KY,2023-05-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0
731,0.68717187110852,0.492709255048904,KY,2023-05-23,1,0,1,1,1,1,1,1,0,1,1,1,1,0
732,0.672576013344371,0.481366828898542,KY,2023-05-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
733,NA,NA,KY,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,KY,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,KY,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,0.387597198692832,0.297333833337945,KY,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,NA,NA,KY,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,1.05186732929031,0.31547281183171,KY,2023-06-12,1,1,1,1,1,1,0,1,0,1,1,1,1,0
752,NA,NA,KY,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,0.62348286229901,0.433176258002109,KY,2023-06-14,1,1,1,0,1,1,1,1,1,1,0,1,1,0
754,NA,NA,KY,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.0729227908785615,0.0551867868729065,LA,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0.735460374776045,0.0585678014838815,LA,2023-05-08,1,1,1,1,1,1,0,1,1,1,0,1,1,0
759,0.0937042490442647,0.062138354080212,LA,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,1.81325414668931,0.63514919274535,LA,2023-05-10,1,0,1,1,1,1,0,1,0,1,0,1,1,0
761,1.11070797026567,0.2918725290702665,LA,2023-05-11,1,0,1,1,1,1,1,1,0,1,1,1,1,0
762,1.04302221325369,0.740861031369125,LA,2023-05-12,1,1,0,1,1,1,1,0,1,0,1,1,1,1
763,NA,NA,LA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,LA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,0.55435997484227,0.3317520542181685,LA,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,0.485467458931803,0.2511933496251695,LA,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,0.536302655035431,0.3292824612477035,LA,2023-05-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
768,NA,NA,LA,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,NA,NA,LA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,NA,NA,LA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,0.178933116283832,0.1219115818972995,LA,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
772,0.472816909148615,0.316244908551629,LA,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0
773,0.664732580655754,0.2245836471770215,LA,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0
774,NA,NA,LA,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,1.40497875828328,0.149493881308141,LA,2023-05-25,1,1,1,1,1,1,0,1,0,1,1,0,1,0
776,NA,NA,LA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,NA,NA,LA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,0.247122407170694,0.1727398248507215,LA,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,1.32411202572745,0.4252014488045325,LA,2023-05-29,1,0,1,1,1,1,1,1,0,1,1,1,1,0
780,1.01836882423976,0.361682246231787,LA,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,0,1,0
781,1.71715691164232,0.3313323791493855,LA,2023-05-31,0,1,1,0,1,1,1,0,0,1,0,0,1,0
782,0.2950382678266,0.2069365126326255,LA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783,0.537323513218879,0.381768505981344,LA,2023-06-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
784,NA,NA,LA,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,0.510271927081171,0.360832280603911,LA,2023-06-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
786,0.332408804639599,0.2443538284268545,LA,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,0.354786386669045,0.254136514971439,LA,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,0.830342067130999,0.4184513590197315,LA,2023-06-07,1,1,1,1,0,1,1,1,0,1,1,0,1,0
789,NA,NA,LA,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,0.64731174214882,0.3747370002450565,LA,2023-06-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
791,NA,NA,LA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,0.432544133392371,0.305003861280524,LA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0
793,NA,NA,LA,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,NA,NA,LA,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,0.478749092628638,0.336592489649375,LA,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,NA,NA,LA,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,1.29267137962015,0.603136757931455,LA,2023-06-16,0,1,1,1,0,1,1,0,1,1,1,1,1,0
798,NA,NA,LA,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,2.92498664320363,0.54854140025861,MA,2023-05-07,1,1,1,0,1,0,0,1,0,1,0,1,0,0
800,0.987265749194082,0.3137770907116135,MA,2023-05-08,1,1,0,1,1,1,1,1,1,0,0,1,1,0
801,1.2697230287351,0.173406034381985,MA,2023-05-09,1,1,1,1,1,1,1,1,0,1,0,0,1,0
802,0.735552167210022,0.3457838495190135,MA,2023-05-10,1,1,1,1,1,1,1,0,0,1,0,1,1,0
803,1.39919116559546,0.3109207148816315,MA,2023-05-11,1,1,1,0,1,1,1,1,1,1,0,1,1,0
804,0.580241915051903,0.3369570845446725,MA,2023-05-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
805,NA,NA,MA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.54246103933429,0.70381199188677,MA,2023-05-15,0,1,1,1,0,1,0,0,0,1,1,0,1,0
808,NA,NA,MA,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,0.40330804567662,0.0982742525647005,MA,2023-05-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
810,1.94454842229409,0.4541221762432985,MA,2023-05-18,0,1,1,1,1,1,0,0,0,1,1,1,1,0
811,2.02237017897277,0.59739268279534,MA,2023-05-19,0,1,1,0,1,1,0,0,1,1,1,1,1,0
812,0.166486707577443,0.115634630491296,MA,2023-05-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
813,NA,NA,MA,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,0.513307226960726,0.128436079727243,MA,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,1.44347962485864,0.548354522271665,MA,2023-05-23,1,1,1,1,0,1,0,1,0,1,1,0,1,0
816,1.14138859276269,0.4033783866097235,MA,2023-05-24,1,0,1,1,1,1,0,1,0,1,0,1,1,0
817,0.707545710505329,0.501990803000325,MA,2023-05-25,1,1,1,0,1,1,1,1,1,1,0,1,1,0
818,0.226726958589242,0.157003325930547,MA,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0
819,0.237803319624092,0.164753336148359,MA,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0
820,0.949304712886311,0.668715854732665,MA,2023-05-28,0,1,1,1,1,1,1,0,1,1,1,1,1,0
821,1.14179312599783,0.180957778542039,MA,2023-05-29,1,1,1,1,1,1,0,1,0,1,0,1,1,0
822,0.903645090175646,0.427447750793622,MA,2023-05-30,1,1,0,1,1,1,1,1,0,0,0,1,1,0
823,2.1080690056272,0.558966565606485,MA,2023-05-31,1,1,0,1,1,0,0,1,0,0,0,0,0,1
824,0.535206571915955,0.335164194018712,MA,2023-06-01,1,1,1,1,1,1,1,1,1,1,0,0,1,1
825,2.12699475388067,0.554622408249215,MA,2023-06-02,1,1,1,1,0,0,0,1,1,1,0,0,0,0
826,0.516279817419878,0.37122594971448,MA,2023-06-03,1,1,1,1,1,1,1,1,0,1,0,1,1,1
827,0.32466744202658,0.234731185054564,MA,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,NA,NA,MA,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,0.826105393860427,0.41484760100664,MA,2023-06-06,1,1,1,1,0,1,1,1,1,1,0,0,1,1
830,1.24019993377229,0.392914653302593,MA,2023-06-07,1,1,1,1,1,0,1,1,0,1,1,0,0,0
831,1.37846434523183,0.4295372678194305,MA,2023-06-08,0,1,1,1,1,1,0,0,0,1,0,1,1,0
832,1.34485091678887,0.4380513303963435,MA,2023-06-09,1,1,1,0,1,1,1,1,0,1,0,0,1,1
833,0.401055302735385,0.2983605327958395,MA,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,1,1,0
834,0.915851038506381,0.64531050544759,MA,2023-06-11,0,1,1,1,1,1,1,0,1,1,1,1,1,0
835,0.399430138981857,0.284086080012751,MA,2023-06-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
836,0.452775688767148,0.3260071710408845,MA,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
837,NA,NA,MA,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,0.407509206201085,0.30292729006223,MA,2023-06-15,1,1,1,1,1,1,1,1,0,1,0,1,1,0
839,0.507808664035069,0.3578583499742245,MA,2023-06-16,1,1,1,1,1,1,1,1,0,1,1,1,1,0
840,1.07378911588202,0.508242744541515,MA,2023-06-17,0,1,1,1,1,1,1,0,0,1,0,1,1,0
841,0.483781152581149,0.201529841982269,MD,2023-05-07,1,1,1,1,1,1,1,0,1,1,1,1,1,0
842,1.63800057024167,0.3544680476250275,MD,2023-05-08,0,1,1,1,0,0,1,0,1,1,0,0,0,0
843,0.485119534663792,0.202686273680295,MD,2023-05-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
844,1.31370755516677,0.4258435975225485,MD,2023-05-10,0,1,1,1,1,1,0,0,1,1,0,1,1,0
845,1.13875082277652,0.3445629131831725,MD,2023-05-11,1,0,1,1,1,1,1,0,0,1,0,1,1,0
846,NA,NA,MD,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,0.893560045600772,0.0784458747031775,MD,2023-05-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1
848,1.04055378833209,0.731843336512335,MD,2023-05-14,1,1,1,1,1,0,1,1,1,1,1,1,0,0
849,0.807636010703743,0.38679323213004,MD,2023-05-15,1,1,1,1,0,1,1,1,0,1,1,0,1,1
850,1.4059577168337,0.646792479215285,MD,2023-05-16,1,1,1,1,1,0,0,1,0,1,0,1,0,0
851,1.02479358141251,0.4438784044796285,MD,2023-05-17,1,1,1,1,0,1,1,1,0,1,0,0,1,0
852,0.75533253466253,0.1038181749806335,MD,2023-05-18,1,1,1,1,1,1,0,1,1,1,0,1,1,0
853,0.761777335814363,0.544352726087335,MD,2023-05-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1
854,NA,NA,MD,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,1.19294176762008,0.384227464057371,MD,2023-05-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
856,1.27472711785764,0.38493674150828,MD,2023-05-22,1,1,1,1,1,1,0,1,0,1,0,1,1,0
857,0.680377465893441,0.492709255048904,MD,2023-05-23,1,0,1,1,1,1,1,1,0,1,1,1,1,0
858,1.16959933763154,0.556389654872755,MD,2023-05-24,1,1,1,1,0,1,0,0,0,1,1,0,1,0
859,0.943389509657078,0.4860160649205355,MD,2023-05-25,1,1,1,1,1,1,0,1,0,1,1,1,1,0
860,0.221871708872036,0.157003325930547,MD,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
861,0.871749085563028,0.6155193630068,MD,2023-05-27,1,1,1,1,0,1,1,1,1,1,0,0,1,1
862,0.60071181778227,0.4363133620025095,MD,2023-05-28,1,0,1,1,1,1,1,1,1,1,1,1,1,1
863,1.387188838562,0.442880904762423,MD,2023-05-29,1,0,1,1,1,1,0,1,0,1,0,1,1,0
864,0.948176263516414,0.3266850524506805,MD,2023-05-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1
865,1.10446779702629,0.53247015701,MD,2023-05-31,1,1,1,1,0,1,1,1,1,1,0,1,1,0
866,1.18706679458965,0.560567806804125,MD,2023-06-01,0,1,1,1,1,1,1,0,1,1,1,1,1,0
867,0.789788811509705,0.216011929956528,MD,2023-06-02,1,1,1,1,1,1,0,1,0,1,0,1,1,0
868,0.642026822491587,0.455055282107925,MD,2023-06-03,1,1,1,0,1,1,1,1,1,1,0,1,1,0
869,0.734798790385352,0.406104830377397,MD,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
870,1.97423863517239,0.2443538284268545,MD,2023-06-05,1,0,1,1,1,1,0,1,0,1,1,0,1,0
871,0.391904618405063,0.297333833337945,MD,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
872,0.676138392543918,0.386500943742681,MD,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
873,0.674414371049508,0.289733751189462,MD,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
874,1.06614978402993,0.3815271833315055,MD,2023-06-09,0,1,1,1,1,1,1,0,0,1,0,1,1,0
875,0.420668006301219,0.302106365917428,MD,2023-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
876,1.464506863627,0.54883211643984,MD,2023-06-11,1,1,0,1,0,1,1,1,0,0,0,0,1,1
877,1.07645312270744,0.45449229561692,MD,2023-06-12,0,1,1,1,1,1,1,0,1,1,0,1,1,0
878,0.539394474774159,0.327569658917214,MD,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
879,0.414124939365231,0.3017499685715425,MD,2023-06-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
880,NA,NA,MD,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,1.37062008470225,0.386332593269353,MD,2023-06-16,1,1,1,0,1,0,1,1,0,1,0,1,0,1
882,1.07471082675905,0.508242744541515,MD,2023-06-17,0,1,1,1,1,1,1,0,0,1,0,1,1,0
883,NA,NA,ME,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,1.28706343311951,0.2917957276625005,ME,2023-05-08,0,1,0,1,1,1,1,1,1,0,0,1,1,1
885,0.751491638902998,0.062138354080212,ME,2023-05-09,1,1,1,1,1,1,0,0,1,1,0,1,1,0
886,1.27680562637775,0.350527138390452,ME,2023-05-10,1,0,1,1,1,1,1,1,0,1,1,1,1,0
887,0.53428418902428,0.254872850892646,ME,2023-05-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
888,1.21989717471384,0.476449006270801,ME,2023-05-12,1,1,0,1,1,1,1,1,1,0,0,1,1,1
889,NA,NA,ME,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,0.359254719356682,0.0830595454167325,ME,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
891,0.121916847935879,0.087899018725531,ME,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,0.799115515431885,0.56764177536602,ME,2023-05-16,1,1,1,0,1,1,1,1,1,1,0,1,1,0
893,NA,NA,ME,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,0.168679502274583,0.1219115818972995,ME,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
898,NA,NA,ME,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,0.282505959785981,0.198063419304487,ME,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
908,0.549565355939385,0.3924491418808365,ME,2023-06-01,1,1,1,1,1,1,1,1,0,1,1,1,1,0
909,NA,NA,ME,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.472450331063599,0.201529841982269,MI,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
926,1.8632168942334,0.1726370320221475,MI,2023-05-08,0,0,1,0,1,1,1,0,0,1,0,0,1,0
927,1.23282398943,0.47913633845514,MI,2023-05-09,0,1,1,1,1,1,0,0,0,1,0,1,0,1
928,1.89098530760786,0.1405394214978115,MI,2023-05-10,1,1,1,1,1,1,0,1,0,1,0,1,1,0
929,0.994475413485344,0.2603822117868735,MI,2023-05-11,0,1,1,1,1,1,1,0,1,1,0,1,1,0
930,1.22968539053181,0.344242993721639,MI,2023-05-12,1,0,1,1,1,1,1,1,0,1,1,1,1,0
931,0.838956145949107,0.59173134457987,MI,2023-05-13,1,1,1,0,1,1,1,1,1,1,1,1,1,1
932,1.23609302828515,0.0830595454167325,MI,2023-05-14,1,1,1,1,1,1,0,1,0,1,1,1,1,0
933,1.53961084552478,0.2756734562619545,MI,2023-05-15,1,1,1,0,0,1,1,0,0,1,0,0,1,0
934,1.23876103365014,0.3359092400677025,MI,2023-05-16,1,1,0,1,0,1,1,1,1,0,1,0,1,0
935,2.95210421937605,0.60519317637792,MI,2023-05-17,1,1,1,0,0,1,0,1,0,1,0,0,1,0
936,0.924695872392145,0.2445739718283625,MI,2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,1,1
937,0.504795383905611,0.2534534073094705,MI,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,0.488524799961004,0.2526529075877275,MI,2023-05-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
939,1.69882648199943,0.3579958758413635,MI,2023-05-21,1,0,1,1,1,1,1,1,0,1,0,1,1,0
940,3.94706047054536,0.4012614981377705,MI,2023-05-22,1,1,1,0,0,1,0,1,0,1,0,0,1,0
941,0.918365826581207,0.278208768751398,MI,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0
942,3.55707165637851,0.4549268422091945,MI,2023-05-24,1,0,1,0,0,0,1,1,0,1,0,0,0,0
943,1.21582076288009,0.282930907934192,MI,2023-05-25,1,1,1,1,1,0,1,1,0,1,0,1,0,0
944,0.444759339137932,0.3078754309086305,MI,2023-05-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
945,1.82240144815376,0.389326451146912,MI,2023-05-27,1,0,1,1,1,0,1,1,0,1,0,0,0,0
946,0.245604715602362,0.1727398248507215,MI,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
947,0.533406184836108,0.2623723352962035,MI,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
948,0.701579324809621,0.2941358280973935,MI,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
949,2.56151822786016,0.4652509680519635,MI,2023-05-31,1,1,1,1,0,0,0,1,0,1,0,0,0,1
950,2.82314887298466,0.2069365126326255,MI,2023-06-01,1,0,1,1,1,1,0,1,0,1,0,1,1,0
951,1.00200922728381,0.3393985873634805,MI,2023-06-02,1,0,1,1,1,1,1,1,1,1,0,1,1,0
952,0.558601768753893,0.3401677562105205,MI,2023-06-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0
