...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
1685,NA,NA,RI,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,NA,NA,RI,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,NA,NA,RI,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,RI,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,RI,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,RI,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,0.313854253756988,0.2739526077640735,RI,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1692,0.47836896616495,0.3371285596664555,RI,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1693,NA,NA,RI,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,0.261712042384116,0.182494360681268,RI,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1695,NA,NA,RI,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,1.25640780895446,0.4056902761124195,RI,2023-12-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1697,0.839796282884367,0.4046668516426295,RI,2023-12-19,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1698,0.861580589242932,0.4126863819586685,RI,2023-12-20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1699,1.70869699303072,0.531739159452645,RI,2023-12-21,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
1700,NA,NA,RI,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,RI,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,0.129778149995289,0.0917685986067255,RI,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1703,NA,NA,RI,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,2.74375285686044,0.41190585072791,RI,2023-12-26,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
1705,1.55915343192587,0.319076511376468,RI,2023-12-27,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
1706,2.56013378458303,0.1515104337951015,RI,2023-12-28,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1707,2.43032028975756,0.109589022568405,RI,2023-12-29,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
1708,0.521422164681733,0.1476977918118345,RI,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1709,NA,NA,RI,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,NA,RI,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,3.58014301683314,0.03936688140345535,RI,2024-01-02,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1712,2.07467494402669,0.2536864418163205,RI,2024-01-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
1713,1.23216778508285,0.3009149156259325,RI,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
1714,0.281632423682384,0.03087714554063675,RI,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1715,0.55546566174306,0.02877562362388705,RI,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,0.0372791078416685,0.0269935454407338,RI,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1717,1.77168018083814,0.088366324380584,RI,2024-01-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
1718,2.93038689362017,0.051465031526977,RI,2024-01-09,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
1719,3.58467671286058,0.02334035591627685,RI,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1720,1.99759517419175,0.282774880858919,RI,2024-01-11,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0
1721,4.11319820160715,0.3102580340422595,RI,2024-01-12,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0
1722,0.0931494177060406,0.02185725945621225,RI,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,NA,NA,SC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,1.40584323262283,0.436114260407518,SC,2023-12-04,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1725,0.753435938041527,0.3905853354273665,SC,2023-12-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
1726,1.07860912058675,0.285848787107795,SC,2023-12-06,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
1727,1.03505199166263,0.402288189327043,SC,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1728,0.890102982452989,0.3604813450382625,SC,2023-12-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1729,NA,NA,SC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,NA,NA,SC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,0.965569641033541,0.2925351383789565,SC,2023-12-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
1732,1.28405575817545,0.3542024693611405,SC,2023-12-12,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
1733,1.20438477099583,0.297741970982374,SC,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
1734,2.89786221862321,0.611763736283605,SC,2023-12-14,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1735,0.817592902158229,0.344102140873016,SC,2023-12-15,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1736,NA,NA,SC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,SC,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,5.88389871834662,0.549820184057545,SC,2023-12-18,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
1739,1.61600793316013,0.522663502643085,SC,2023-12-19,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
1740,2.63444667980871,0.3899324688612895,SC,2023-12-20,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
1741,0.828252289200892,0.3999500953851375,SC,2023-12-21,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1742,4.01360306488232,0.54624573527729,SC,2023-12-22,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
1743,NA,NA,SC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,SC,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,NA,NA,SC,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,3.00009143824171,0.718539947371995,SC,2023-12-26,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0
1747,1.06437238434862,0.2804088512230045,SC,2023-12-27,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
1748,2.00807920415685,0.4018308676320615,SC,2023-12-28,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
1749,3.12513530465681,0.751568005843175,SC,2023-12-29,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
1750,NA,NA,SC,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,SC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,0.0630787472586659,0.04302416869965525,SC,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1753,0.676310238330406,0.3569207154010725,SC,2024-01-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1754,3.35569745120742,0.630599708064955,SC,2024-01-03,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1755,3.67255126494746,0.463126296143181,SC,2024-01-04,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
1756,0.858423288353316,0.225314963162648,SC,2024-01-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1757,NA,NA,SC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,2.08117262425074,0.73808967294399,SC,2024-01-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1759,0.562098893706594,0.1158671208781595,SC,2024-01-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
1760,0.0315073770308355,0.0242958889802626,SC,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1761,2.48265348755035,0.592474126746045,SC,2024-01-10,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0
1762,0.869146811081784,0.398509323285223,SC,2024-01-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1763,0.887429390836497,0.401804766643425,SC,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1764,NA,NA,SC,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,SD,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,1.02712781235819,0.449539002023522,SD,2023-12-04,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1767,0.313384011925914,0.224522003963529,SD,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1768,NA,NA,SD,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,SD,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,SD,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,0.380651589115731,0.266658388455915,SD,2023-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1772,NA,NA,SD,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,0.857848709746624,0.60987302417031,SD,2023-12-13,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1776,0.745559970596224,0.388177698849338,SD,2023-12-14,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1777,0.880455380221642,0.620406892970755,SD,2023-12-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1778,0.861452521873982,0.61461656627617,SD,2023-12-16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1779,1.05003400019951,0.51270461499317,SD,2023-12-17,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
1780,1.12705117175054,0.406260110160536,SD,2023-12-18,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0
1781,0.846416468681751,0.3052989375459505,SD,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
1782,0.183731839880092,0.1317562475258285,SD,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1783,NA,NA,SD,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,0.837154935581383,0.3991835413497445,SD,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1785,0.973983276969621,0.69070489778722,SD,2023-12-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1786,1.53949242332447,0.71094555942127,SD,2023-12-24,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0
1787,NA,NA,SD,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,1.34273461409627,0.502425827046,SD,2023-12-26,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
1789,0.890270294566426,0.358693544135363,SD,2023-12-27,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1790,2.24880089300499,0.57516162880252,SD,2023-12-28,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0
1791,1.17313082967539,0.4716031470976335,SD,2023-12-29,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
1792,NA,NA,SD,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,SD,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,1.09354983890567,0.3797210655948995,SD,2024-01-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
1795,0.895748498277957,0.269358639460076,SD,2024-01-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
1796,0.163448599398742,0.03614391360446455,SD,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1797,0.93744082962466,0.4108824973567185,SD,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1798,NA,NA,SD,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,NA,NA,SD,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,SD,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,NA,NA,TN,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,1.18117196929563,0.318289779452365,TN,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
1809,1.35637127279137,0.25035262819062,TN,2023-12-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
1810,0.885321075867352,0.3877293767511245,TN,2023-12-06,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
1811,0.659991598301193,0.374471381128318,TN,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1812,1.6379212503429,0.3056973938889825,TN,2023-12-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1813,NA,NA,TN,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,0.382491608220087,0.279197417046499,TN,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1815,1.03164502874453,0.379917314589101,TN,2023-12-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1816,1.62009132644484,0.306655056029294,TN,2023-12-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1817,0.714317458638535,0.340355833408821,TN,2023-12-13,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1818,1.73752567230004,0.521377464495735,TN,2023-12-14,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
1819,0.911989397567524,0.3498615979671765,TN,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
1820,NA,NA,TN,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,0.247915243571745,0.168884385446671,TN,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1822,2.53953085146901,0.4753659420954865,TN,2023-12-18,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1823,1.94591666213221,0.3335591454856235,TN,2023-12-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
1824,2.91604852153585,0.463151055027781,TN,2023-12-20,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0
1825,2.70355923057679,0.4398628667308195,TN,2023-12-21,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
1826,1.12672792530436,0.3726676661577435,TN,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
1827,1.72697620139565,0.538246337363265,TN,2023-12-23,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
1828,0.751038905338766,0.344502662693515,TN,2023-12-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1829,1.0439883410219,0.4455334813677225,TN,2023-12-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1830,4.78138779074036,0.463507870710021,TN,2023-12-26,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0
1831,4.13621089536023,0.4042630359362705,TN,2023-12-27,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1832,1.04840294688996,0.327737751418857,TN,2023-12-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
1833,1.04480452416884,0.1184194879236365,TN,2023-12-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1834,1.75141999804643,0.54258140027612,TN,2023-12-30,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
1835,1.49320153821712,0.4448559094849135,TN,2023-12-31,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1836,0.771655338694652,0.2640855617630695,TN,2024-01-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1837,4.0293776365254,0.4352622893228125,TN,2024-01-02,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
1838,3.69491851190812,0.4379683114225285,TN,2024-01-03,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1839,0.925937304199225,0.271325693396534,TN,2024-01-04,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1840,0.2818038190613,0.03087714554063675,TN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1841,0.261795270993154,0.02877562362388705,TN,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1842,2.12874858238522,0.469218183555729,TN,2024-01-07,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1
1843,2.39583530726711,0.403913976190985,TN,2024-01-08,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
1844,0.470596204186285,0.0242958889802626,TN,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1845,2.69786288731761,0.360434951500778,TN,2024-01-10,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
1846,2.51342707497838,0.811612359450875,TN,2024-01-11,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
1847,0.0281550544969258,0.02213394386563725,TN,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1848,0.0290101728694429,0.02185725945621225,TN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1849,1.53626738126606,0.576991899910215,TX,2023-12-03,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
1850,2.40278965362709,0.4214246242952325,TX,2023-12-04,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
1851,2.43052249801592,0.4844607534982955,TX,2023-12-05,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0
1852,2.71631241309729,0.4722616642153675,TX,2023-12-06,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
1853,1.17257323290479,0.4060324409076645,TX,2023-12-07,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0
1854,1.0188665837547,0.4362223979527895,TX,2023-12-08,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1855,0.420869121684023,0.2895620073033685,TX,2023-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1856,NA,NA,TX,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,2.10868245937125,0.395511504299198,TX,2023-12-11,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
1858,1.63335083401991,0.39662212113169,TX,2023-12-12,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
1859,1.93159981039516,0.409478365460664,TX,2023-12-13,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0
1860,1.57729466736219,0.413261289345962,TX,2023-12-14,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1861,1.11824899951324,0.370169492235371,TX,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
1862,0.258553764089328,0.182494360681268,TX,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1863,1.03575501759099,0.50547298982239,TX,2023-12-17,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1864,0.925877347160213,0.36168511416774,TX,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
1865,1.09090006337418,0.532754385533135,TX,2023-12-19,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
1866,3.00865880532364,0.416026212357368,TX,2023-12-20,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
1867,1.23816861418941,0.2570774927568115,TX,2023-12-21,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
1868,1.49305679432407,0.3211032170824035,TX,2023-12-22,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
1869,0.351823564716912,0.233739064311738,TX,2023-12-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
1870,0.39487540871956,0.0917685986067255,TX,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1871,NA,NA,TX,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,1.93549909879622,0.417564953167772,TX,2023-12-26,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
1873,1.63048708232257,0.367410156092739,TX,2023-12-27,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
1874,2.26147751414497,0.3510611662464915,TX,2023-12-28,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1875,0.96781855986518,0.3664562716895035,TX,2023-12-29,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
