...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
776,0.57093431097104,0.2720573717181755,LA,2024-05-17,1,1,1,1,1,1,0,1,1,0,1,1
777,NA,NA,LA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,NA,LA,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1.63169153976064,0.2999437839744585,LA,2024-05-20,0,1,1,1,1,0,0,1,1,1,1,0
780,1.12585454232711,0.54679541842853,LA,2024-05-21,1,0,1,0,1,1,0,1,1,0,1,1
781,0.965366696739702,0.439556996089502,LA,2024-05-22,1,0,1,1,1,1,0,0,1,0,1,0
782,0.797832673665124,0.3029397217864925,LA,2024-05-23,1,1,1,1,1,0,0,1,1,1,1,0
783,0.320710161350094,0.2271189881187685,LA,2024-05-24,1,1,1,1,1,1,0,1,1,1,1,0
784,NA,NA,LA,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,0.693817819733021,0.377475641933315,LA,2024-05-26,1,1,1,1,1,1,0,0,1,1,1,0
786,NA,NA,LA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,0.587851143498957,0.399733994848857,LA,2024-05-28,1,1,1,1,1,0,1,1,1,0,1,0
788,1.29407705939896,0.411402325810654,LA,2024-05-29,1,1,1,1,1,0,1,1,1,0,1,0
789,1.48650655649696,0.457304124399171,LA,2024-05-30,0,1,1,1,1,0,0,0,1,0,1,0
790,0.751767574649656,0.52388822062378,LA,2024-05-31,1,0,1,1,1,1,1,1,1,1,1,1
791,NA,NA,LA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,0.314809525009096,0.2082888843200525,LA,2024-06-02,1,1,1,1,1,1,0,1,1,1,1,0
793,NA,NA,LA,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,2.24151713259284,0.475283893815636,LA,2024-06-04,0,1,1,1,1,0,1,0,1,0,1,0
795,0.880519502369768,0.340801104455779,LA,2024-06-05,1,1,1,0,1,1,0,1,1,0,1,1
796,1.052050191054,0.50370641514566,LA,2024-06-06,1,0,1,1,1,0,0,0,1,1,1,0
797,0.406684792839392,0.302188193051552,LA,2024-06-07,1,1,1,1,1,1,0,1,1,0,1,1
798,0.396229590963165,0.299290981319927,LA,2024-06-08,1,1,1,1,1,1,1,1,1,1,1,1
799,NA,NA,MA,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1.82067163315377,0.506119745808255,MA,2024-04-29,1,0,1,1,1,0,0,0,1,1,1,0
801,0.677493067418382,0.089127810561811,MA,2024-04-30,1,1,1,1,1,1,0,1,1,1,1,0
802,0.370403015310639,0.29207213366277,MA,2024-05-01,1,1,1,1,1,1,0,0,1,1,1,1
803,0.142832939249919,0.103760112094526,MA,2024-05-02,1,1,1,1,1,1,0,1,1,1,1,0
804,0.902767895011563,0.3065030355079465,MA,2024-05-03,1,1,1,0,1,1,0,1,1,0,1,0
805,NA,NA,MA,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,0.197010499142996,0.1380071117869315,MA,2024-05-06,1,1,1,1,1,1,1,0,1,1,1,0
808,0.576840711903446,0.1475928763547885,MA,2024-05-07,1,1,1,1,1,1,0,1,1,1,1,0
809,0.23374570051005,0.15757155372855,MA,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
810,0.863648062177263,0.350758969518638,MA,2024-05-09,1,1,1,1,0,1,1,1,1,0,0,1
811,1.03773852944684,0.344452724379009,MA,2024-05-10,1,1,0,1,1,1,0,1,0,1,1,1
812,NA,NA,MA,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,MA,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,0.958576547099034,0.449698650099116,MA,2024-05-14,1,1,1,1,0,1,0,1,1,1,0,0
816,NA,NA,MA,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,0.399467813640901,0.2869181307030765,MA,2024-05-16,1,1,1,1,1,1,0,1,1,1,1,0
818,0.3805002682029,0.2772089824746755,MA,2024-05-17,1,1,1,1,1,1,0,1,1,1,1,0
819,NA,NA,MA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.62916158142048,0.360976156536468,MA,2024-05-20,0,1,1,1,1,0,0,0,1,1,1,0
822,NA,NA,MA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,0.928085476308589,0.445386802414227,MA,2024-05-22,1,1,1,1,0,1,0,1,0,1,0,0
824,0.324234452254579,0.2323199361125145,MA,2024-05-23,1,1,1,1,1,1,0,1,1,0,1,1
825,0.514797947874731,0.3508710939736065,MA,2024-05-24,1,1,1,1,1,1,1,1,0,1,1,0
826,NA,NA,MA,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,NA,NA,MA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,0.554169548439491,0.344045457369062,MA,2024-05-28,1,1,1,1,1,1,0,1,1,0,1,0
830,0.760514626944865,0.528923726579805,MA,2024-05-29,1,0,1,1,1,1,1,0,0,1,1,1
831,0.619346075532983,0.422804480236764,MA,2024-05-30,1,1,1,1,1,0,0,1,1,1,1,0
832,0.494429174769532,0.328823460340681,MA,2024-05-31,1,1,1,1,1,1,1,1,1,1,1,1
833,NA,NA,MA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,0.665705424474403,0.465428266064057,MA,2024-06-03,1,1,1,1,1,0,0,1,1,1,1,0
836,0.321607494043397,0.2103436543359815,MA,2024-06-04,1,1,1,1,1,1,0,1,1,1,1,0
837,NA,NA,MA,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,NA,NA,MA,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,0.853242387329547,0.449793828665984,MA,2024-06-07,1,0,1,1,1,1,1,0,0,1,1,1
840,NA,NA,MA,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,1.07763605187172,0.763089402386435,MD,2024-04-28,1,1,1,1,0,1,1,1,1,1,0,0
842,0.821569303162468,0.14474205866573,MD,2024-04-29,1,1,1,1,1,1,0,1,1,0,1,0
843,0.388392747306021,0.089127810561811,MD,2024-04-30,1,1,1,1,1,1,1,1,1,0,1,0
844,0.140604803357051,0.096237805170878,MD,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
845,0.750475608457022,0.103760112094526,MD,2024-05-02,1,1,1,1,1,1,1,1,1,0,1,0
846,0.472915802977181,0.111698417271235,MD,2024-05-03,1,1,1,1,1,1,0,1,1,0,1,0
847,1.39850561222429,0.510587720674845,MD,2024-05-04,1,1,1,0,0,1,1,1,1,0,0,0
848,0.604306791112888,0.4273432639033075,MD,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1
849,0.472378887039065,0.2066677942231145,MD,2024-05-06,1,1,1,1,1,1,0,1,1,1,1,0
850,3.57916028830366,0.52376403707954,MD,2024-05-07,1,0,1,1,1,0,1,0,1,1,1,0
851,0.825277440400915,0.403964251521571,MD,2024-05-08,1,1,1,0,1,1,0,1,1,0,1,1
852,0.522863995398333,0.2488942199880115,MD,2024-05-09,1,1,1,1,1,1,0,1,1,0,1,0
853,0.677907448745384,0.2975285776258065,MD,2024-05-10,1,1,1,1,1,1,0,1,1,1,1,0
854,0.271096155487488,0.1897101224676595,MD,2024-05-11,1,1,1,1,1,1,1,1,1,1,1,1
855,1.06555551109593,0.5071669099614,MD,2024-05-12,1,1,1,1,0,1,1,1,1,1,0,0
856,0.266583822582638,0.266165357108977,MD,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
857,0.278232330958187,0.2664083224771595,MD,2024-05-14,1,1,1,1,1,1,1,1,0,1,1,0
858,0.882881768280571,0.444073244036577,MD,2024-05-15,1,0,1,1,1,1,1,0,1,0,1,1
859,0.53782081676238,0.261790510220615,MD,2024-05-16,1,1,1,1,1,1,0,1,1,1,1,0
860,NA,NA,MD,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,0.376868058655169,0.268118806688822,MD,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
862,NA,NA,MD,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,0.329453098436355,0.27589555942071,MD,2024-05-20,1,1,1,1,1,1,0,0,0,1,1,0
864,0.562578202785969,0.3643038232119055,MD,2024-05-21,1,1,1,1,1,1,0,1,0,1,1,1
865,1.58907859413774,0.4775749586827455,MD,2024-05-22,0,0,1,1,1,1,0,0,1,1,1,0
866,1.28614724813572,0.408614057782232,MD,2024-05-23,0,1,1,1,1,0,0,0,1,1,1,1
867,1.85449979945189,0.448107470601626,MD,2024-05-24,0,0,1,1,1,1,0,0,0,1,1,1
868,1.18060073353668,0.36336108810677,MD,2024-05-25,1,1,1,1,1,0,0,0,1,1,1,0
869,0.768987137963183,0.53808292583351,MD,2024-05-26,1,0,1,1,1,1,0,0,1,1,1,1
870,NA,NA,MD,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,NA,NA,MD,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,NA,NA,MD,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,0.755813667932573,0.526303412723985,MD,2024-05-30,1,0,1,1,1,1,1,0,1,0,1,1
874,0.528377325270957,0.321138290219613,MD,2024-05-31,1,1,1,1,1,1,0,1,1,0,1,0
875,0.752786501378608,0.52167214235058,MD,2024-06-01,1,0,1,1,1,1,1,0,0,1,1,1
876,0.660061269847144,0.455244693146938,MD,2024-06-02,1,1,1,1,1,0,0,1,1,1,1,0
877,1.4239261146132,0.465428266064057,MD,2024-06-03,1,1,1,1,1,0,0,1,1,1,1,0
878,NA,NA,MD,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,1.6357712271968,0.494772372733594,MD,2024-06-05,0,1,1,1,1,0,0,0,0,1,1,0
880,0.874970441388528,0.407263220326092,MD,2024-06-06,1,1,1,1,1,1,1,0,1,0,1,0
881,1.68741795048977,0.50600795410176,MD,2024-06-07,0,1,1,1,1,0,0,0,1,0,1,0
882,1.07375592979373,0.51138058398507,MD,2024-06-08,1,0,1,1,1,0,0,0,1,1,1,0
883,NA,NA,ME,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.324428633993357,0.0761187631299405,MI,2024-04-28,1,1,1,1,1,1,0,1,1,1,1,0
926,0.559489810161553,0.191480494730793,MI,2024-04-29,1,1,1,1,1,1,0,1,1,1,1,0
927,0.452006249008285,0.171957284844546,MI,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1
928,2.88169631063293,0.4580377446971335,MI,2024-05-01,0,0,1,1,1,0,0,0,1,1,1,0
929,2.17842528214129,0.4292207910828795,MI,2024-05-02,1,1,1,1,0,0,0,0,1,0,1,0
930,0.392464658441011,0.1981126329823225,MI,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
931,0.898922011244546,0.334857834273799,MI,2024-05-04,0,1,1,1,1,1,0,1,1,0,1,1
932,0.291705404087881,0.228331047063789,MI,2024-05-05,1,1,1,1,1,1,0,1,1,1,1,0
933,1.02337230086085,0.3664833917687355,MI,2024-05-06,1,1,1,1,1,1,0,0,1,0,1,0
934,0.285889895686457,0.2729081014360285,MI,2024-05-07,1,1,1,1,1,1,0,1,1,0,1,0
935,NA,NA,MI,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,0.72282640061993,0.2922392428547535,MI,2024-05-09,1,1,1,1,1,1,0,0,1,0,1,0
937,0.632637000916363,0.2232287606503495,MI,2024-05-10,1,1,1,1,1,1,1,1,0,1,1,0
938,1.75715333029572,0.344025163286424,MI,2024-05-11,0,1,1,1,1,0,0,0,1,1,1,1
939,0.505277656007897,0.2663187074931435,MI,2024-05-12,1,1,1,1,1,1,0,1,1,0,1,1
940,1.24743648950413,0.408700029883356,MI,2024-05-13,0,1,1,1,1,1,0,0,1,0,1,1
941,0.78313590747794,0.3025612163799145,MI,2024-05-14,1,1,1,1,1,1,0,1,0,1,1,0
942,0.666078324927022,0.3750028918975155,MI,2024-05-15,1,0,1,1,1,1,1,0,1,1,1,0
943,2.2625197634435,0.2774952730221535,MI,2024-05-16,0,1,1,1,1,1,0,1,0,0,1,0
944,0.798213373255831,0.2679360831129755,MI,2024-05-17,1,1,1,1,1,1,1,0,1,1,1,0
945,1.56269987615603,0.27440792828589,MI,2024-05-18,0,1,1,1,1,0,0,1,1,1,1,0
946,0.781530505139477,0.552692446106265,MI,2024-05-19,1,1,1,0,1,1,0,1,1,0,1,1
947,1.24134817241123,0.2793310200712455,MI,2024-05-20,1,1,1,1,1,0,0,1,0,0,1,0
948,1.23018577933546,0.2957331943766745,MI,2024-05-21,1,1,1,1,1,0,1,1,1,0,1,0
949,0.931431888537362,0.318730047939013,MI,2024-05-22,1,1,1,1,1,1,0,0,1,0,1,1
950,1.77783219174822,0.3382496146234815,MI,2024-05-23,0,1,1,1,1,0,1,0,1,0,1,0
951,0.840973299880898,0.3213335130963985,MI,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
952,0.988256051551728,0.372720473035755,MI,2024-05-25,1,1,1,1,1,1,1,0,0,0,1,0
953,0.675355084407957,0.4926027270674265,MI,2024-05-26,1,1,1,0,1,1,1,1,1,1,1,1
954,0.442329970082719,0.3015998684661285,MI,2024-05-27,1,1,1,1,1,1,1,1,1,1,1,1
955,3.62268588892886,0.402027843468826,MI,2024-05-28,0,1,1,1,1,0,0,1,1,0,1,0
956,1.77394520679655,0.498992476681013,MI,2024-05-29,0,1,1,1,0,0,0,0,1,1,0,0
957,2.83331439139936,0.4620228168031575,MI,2024-05-30,0,0,1,1,0,1,0,0,0,0,0,0
958,2.88860839721332,0.349334218580222,MI,2024-05-31,1,1,1,0,1,0,1,0,1,0,1,0
959,1.39462646739585,0.4433364740736105,MI,2024-06-01,0,1,1,1,1,0,0,1,1,1,1,0
960,NA,NA,MI,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,1.54375927720762,0.51781639212354,MI,2024-06-03,1,0,1,1,1,1,0,0,1,0,1,1
962,3.02103339599159,0.4671178703132385,MI,2024-06-04,0,1,1,0,0,0,0,1,1,0,0,0
963,2.97242789863774,0.458664157688143,MI,2024-06-05,0,0,1,0,1,0,0,0,0,0,1,0
964,1.66373404329751,0.4622704749285955,MI,2024-06-06,0,0,1,1,0,1,0,0,1,0,0,0
965,1.62847648098386,0.4763274871836005,MI,2024-06-07,0,1,1,1,1,0,0,1,1,0,1,0
966,3.04177967979077,0.55477382019266,MI,2024-06-08,0,1,1,1,0,1,0,0,0,0,0,0
967,0.330369708295442,0.0761187631299405,MN,2024-04-28,1,1,1,1,1,1,0,1,1,1,1,0
968,0.295616752429875,0.227832611670286,MN,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
969,2.12088653602908,0.126777571599418,MN,2024-04-30,0,1,1,1,1,0,0,1,1,1,1,0
970,0.852524002356236,0.2976128082450105,MN,2024-05-01,1,0,1,1,1,1,0,0,1,1,1,1
971,0.758702605535964,0.103760112094526,MN,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
972,0.973245722183971,0.682908953131195,MN,2024-05-03,1,0,1,1,1,1,1,0,1,1,1,0
973,0.851983310195098,0.1200538821446995,MN,2024-05-04,1,1,1,1,1,0,0,1,1,1,1,0
974,1.6125838093083,0.2183194625865515,MN,2024-05-05,0,1,1,1,1,0,1,0,1,0,1,1
975,NA,NA,MN,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,0.922665285166102,0.649192004901295,MN,2024-05-07,1,0,1,1,1,1,1,0,1,1,1,0
977,0.787450341922693,0.397345062603403,MN,2024-05-08,1,1,1,0,1,1,0,0,1,1,1,1
978,0.270251050574352,0.2691354613955105,MN,2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1
979,0.279526950593549,0.267808650835624,MN,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
980,0.387410220833077,0.2411484694072475,MN,2024-05-11,1,1,1,1,1,1,1,1,0,1,1,0
981,0.291212806006046,0.201089661284287,MN,2024-05-12,1,1,1,1,1,1,0,1,1,1,1,0
982,0.431447919907694,0.319569487036798,MN,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
983,0.278389134260449,0.2664083224771595,MN,2024-05-14,1,1,1,1,1,1,0,1,1,0,1,1
984,1.95514015179994,0.2368621876193925,MN,2024-05-15,0,1,1,1,1,0,1,0,1,0,1,0
985,1.55883884549997,0.2599956801861535,MN,2024-05-16,1,1,1,1,1,0,0,0,1,0,1,0
986,0.380593337596762,0.261754150205176,MN,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1
987,1.53989720750615,0.27440792828589,MN,2024-05-18,0,1,1,1,1,0,0,1,1,1,1,0
988,0.842352753972207,0.427549658956438,MN,2024-05-19,1,0,1,1,1,1,1,1,1,1,1,1
989,1.2029652579183,0.3544599715615345,MN,2024-05-20,1,0,1,1,1,1,0,0,1,0,1,1
990,0.849574928208757,0.2446835976837775,MN,2024-05-21,0,1,1,1,1,1,0,1,1,0,1,1
991,2.54462167644551,0.462370525091518,MN,2024-05-22,0,0,1,1,1,1,0,0,1,0,1,1
992,1.14680354498407,0.2958777432190945,MN,2024-05-23,1,1,1,1,1,0,0,0,0,0,1,0
993,1.04718951033331,0.50011256550336,MN,2024-05-24,1,1,1,1,0,1,0,1,1,1,0,1
994,0.605957095103905,0.36187788119959,MN,2024-05-25,1,1,1,1,1,1,1,1,0,0,1,1
995,0.988184167063295,0.4334476503017985,MN,2024-05-26,1,1,1,1,0,1,1,1,1,1,0,0
996,0.932995292129491,0.4613136499969705,MN,2024-05-27,1,0,1,1,1,1,0,0,1,1,1,0
997,1.90373244575036,0.431441738604339,MN,2024-05-28,0,1,1,1,0,0,0,0,0,0,0,0
998,0.594555293614373,0.411402325810654,MN,2024-05-29,1,1,1,1,1,0,1,1,1,0,1,0
999,2.05191865697158,0.444826398981948,MN,2024-05-30,0,0,1,1,1,1,0,0,1,0,1,0
1000,0.700270302053556,0.2835437190721345,MN,2024-05-31,1,1,1,1,1,1,1,0,1,1,1,0
1001,0.761843323015426,0.52167214235058,MN,2024-06-01,1,0,1,1,1,1,0,0,1,1,1,1
1002,0.837444285103459,0.347868060377486,MN,2024-06-02,1,1,1,1,1,1,0,0,1,0,1,0
1003,3.19678376308455,0.4921022975326775,MN,2024-06-03,0,1,1,1,0,0,0,0,1,0,0,0
1004,3.15516683909784,0.4013926705061185,MN,2024-06-04,1,1,1,1,1,0,0,1,1,0,1,0
1005,2.90464725047084,0.4241097641914,MN,2024-06-05,1,0,1,0,1,0,0,0,0,0,1,0
1006,1.44009262546276,0.3899158781891395,MN,2024-06-06,1,0,1,0,1,1,1,0,0,0,1,0
1007,2.37885135513623,0.51230157090285,MN,2024-06-07,0,0,1,1,1,1,0,0,1,0,1,1
1008,0.844588852155364,0.220244391287328,MN,2024-06-08,0,1,1,1,1,1,0,1,1,1,1,0
1009,NA,NA,MO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NA,NA,MO,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,NA,NA,MO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,NA,NA,MO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,0.971250054714324,0.682908953131195,MO,2024-05-03,1,0,1,1,1,1,0,0,1,1,1,1
1015,0.617540421802709,0.442259810338349,MO,2024-05-04,1,1,1,1,1,1,0,0,1,1,1,1
1016,NA,NA,MO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,NA,NA,MO,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,NA,NA,MO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,NA,NA,MO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,NA,NA,MO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,NA,NA,MO,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,NA,NA,MO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,NA,NA,MO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,NA,NA,MO,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,NA,NA,MO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,NA,NA,MO,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,NA,NA,MO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,0.38598962299679,0.2772089824746755,MO,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1
1029,0.404178290312153,0.27440792828589,MO,2024-05-18,1,1,1,1,1,1,1,1,1,0,1,0
1030,NA,NA,MO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,NA,NA,MO,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,NA,NA,MO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,NA,NA,MO,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,NA,NA,MO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,NA,NA,MO,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,NA,NA,MO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
