...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22D_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
660,0.952640672975288,0.67816219576434,IN,2023-05-22,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
661,NA,NA,IN,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,NA,NA,IN,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,IN,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,0.588153672050796,0.4011036589321695,IN,2023-05-26,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
665,NA,NA,IN,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,1.10166471941877,0.2788030410972125,IN,2023-05-28,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
667,NA,NA,IN,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.900248670851837,0.645199870081165,IN,2023-05-30,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
669,0.943348359953076,0.355863025433979,IN,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
670,0.371355680521905,0.2547134181757025,IN,2023-06-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
671,0.829727648566567,0.4233699384181825,IN,2023-06-02,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
672,0.665822422419535,0.466817282056345,IN,2023-06-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
673,NA,NA,KS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.0358037012635938,0.0254410182136369,KS,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
675,0.0401511210299624,0.02719797324279005,KS,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
676,0.13443544479308,0.02908326245811155,KS,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
677,NA,NA,KS,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,0.0433774229950386,0.0332706223566502,KS,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,NA,NA,KS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,1.13001208757093,0.797429791245075,KS,2023-04-30,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
681,0.970222642739194,0.68405161416353,KS,2023-05-01,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1
682,NA,NA,KS,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.933427478701563,0.659279361476795,KS,2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
685,NA,NA,KS,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,0.927425287635939,0.651372295135935,KS,2023-05-06,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
687,NA,NA,KS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.629069443449298,0.3451814304358125,KS,2023-05-08,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
689,0.0959396822798866,0.069253829819084,KS,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,0.101634861713361,0.073887426020635,KS,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
691,NA,NA,KS,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.753788217125767,0.528967152863175,KS,2023-05-16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
697,NA,NA,KS,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.703657330306614,0.510073348824535,KS,2023-05-23,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
704,NA,NA,KS,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,0.25571719109402,0.1802277761920335,KS,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
706,NA,NA,KS,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.51795990317382,0.3553674059852645,KS,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
711,NA,NA,KS,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.0356901681993119,0.0254410182136369,KY,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,0.0413742036279324,0.02719797324279005,KY,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,0.418023609286057,0.02908326245811155,KY,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
719,0.0420365788334092,0.0311047472639009,KY,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,0.0451358561365385,0.0332706223566502,KY,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
721,NA,NA,KY,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,0.351449533689808,0.03806992915574285,KY,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
723,0.616826426455726,0.2620200199521615,KY,2023-05-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
724,0.778602720342944,0.0435529592645068,KY,2023-05-02,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
725,NA,NA,KY,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,0.565840995973362,0.257676862881329,KY,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
727,0.661635252680815,0.3520545918317815,KY,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
728,NA,NA,KY,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.530979616630251,0.252707349305163,KY,2023-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
731,1.78519633578038,0.617000815672305,KY,2023-05-09,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
732,0.101151879497682,0.073887426020635,KY,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
733,0.854466476629614,0.592268664089645,KY,2023-05-11,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
734,0.836313588911124,0.591772948253125,KY,2023-05-12,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
735,NA,NA,KY,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.808892836456608,0.567288558167555,KY,2023-05-15,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
738,NA,NA,KY,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,KY,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.58946757492689,0.1530139428518765,KY,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,0.627762597818253,0.4383849813786565,KY,2023-05-23,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
746,0.612181415038958,0.4257595435143335,KY,2023-05-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
747,NA,NA,KY,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,KY,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.928251832950383,0.29291476343922,LA,2023-04-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
758,0.921269026324073,0.292602836258462,LA,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
759,0.254419495294445,0.02719797324279005,LA,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
760,0.141819558286702,0.02908326245811155,LA,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
761,NA,NA,LA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,0.445473628358865,0.0332706223566502,LA,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
763,0.169184590974142,0.03558940640845065,LA,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
764,0.168377677413138,0.03806992915574285,LA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765,0.482595346828924,0.201553889420052,LA,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
766,0.204900604123244,0.0435529592645068,LA,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,0.814895933867724,0.0465745070930207,LA,2023-05-03,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
768,0.62277528825712,0.04979581728953985,LA,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,0.880240795894403,0.0532269280169865,LA,2023-05-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
770,NA,NA,LA,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,0.0816787810085622,0.0607593355271805,LA,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
772,0.743342744640822,0.0648811868773695,LA,2023-05-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
773,0.0963867717550094,0.069253829819084,LA,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
774,1.78003746489888,0.60449061530564,LA,2023-05-10,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
775,1.02357884117287,0.284182641494153,LA,2023-05-11,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
776,1.03934480544066,0.73291442550516,LA,2023-05-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
777,NA,NA,LA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,NA,LA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,0.56662045377822,0.334298291331086,LA,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
780,0.538652156922144,0.258266672858902,LA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
781,0.484423824754812,0.315217361892026,LA,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
782,NA,NA,LA,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NA,NA,LA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,LA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,0.204902447199434,0.1446188474778065,LA,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,0.432957012264627,0.302085479607338,LA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
787,0.724932720148579,0.23090785328653,LA,2023-05-23,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
788,NA,NA,LA,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,1.57767686769137,0.1802277761920335,LA,2023-05-25,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
790,NA,NA,LA,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NA,NA,LA,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,0.30772742628797,0.210384562116712,LA,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
793,1.18916560457773,0.366240838692314,LA,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
794,0.952433592576475,0.3531697916554665,LA,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
795,2.04050910002538,0.348781193039232,LA,2023-05-31,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0
796,0.368714990256904,0.2547134181757025,LA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
797,0.487799776667951,0.325672677058992,LA,2023-06-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
798,NA,NA,LA,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,1.76563928407058,0.780957678173345,MA,2023-04-23,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
800,1.34477455640956,0.403747239043234,MA,2023-04-24,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
801,1.94197561990949,0.4244613474367905,MA,2023-04-25,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
802,0.61641783959892,0.260456658786302,MA,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
803,NA,NA,MA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,0.159127814517331,0.0332706223566502,MA,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,0.743484497892864,0.367838459401513,MA,2023-04-29,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
806,NA,NA,MA,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.37246582122392,0.50521156927951,MA,2023-05-01,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
808,0.699143451333855,0.3597153230022415,MA,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
809,0.21429298667777,0.0465745070930207,MA,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
810,2.13076189395413,0.465083912842616,MA,2023-05-04,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
811,0.0733626961502685,0.0532269280169865,MA,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
812,1.08246356886447,0.765150937889565,MA,2023-05-06,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
813,2.87801056708803,0.54476913250533,MA,2023-05-07,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
814,0.995742033119964,0.315138120964543,MA,2023-05-08,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
815,1.38770128319064,0.177934433351901,MA,2023-05-09,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
816,0.691711836633145,0.34020208961625,MA,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
817,1.40398346354642,0.3096232751971475,MA,2023-05-11,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
818,0.572935744448285,0.3378750509717845,MA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
819,NA,NA,MA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.51631186449245,0.695221232806705,MA,2023-05-15,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0
822,NA,NA,MA,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,0.466230582902194,0.114422868214374,MA,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
824,1.86575699245657,0.4477894340375145,MA,2023-05-18,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
825,1.96964409970453,0.588903067502835,MA,2023-05-19,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
826,0.186595947614789,0.1365639723536775,MA,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
827,NA,NA,MA,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,0.584840970312249,0.1530139428518765,MA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
829,1.31874948315047,0.52467102043727,MA,2023-05-23,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
830,1.01012261281539,0.381621242234329,MA,2023-05-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
831,0.707773695861686,0.4985588029453885,MA,2023-05-25,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
832,0.264594266192355,0.1899624213601045,MA,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
833,0.292001965442491,0.200017807661477,MA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
834,0.91398662419707,0.652342999691,MA,2023-05-28,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
835,1.30109758681806,0.2210514381443235,MA,2023-05-29,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
836,0.905999227918996,0.4390929611058895,MA,2023-05-30,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
837,2.20692670329553,0.53824670081032,MA,2023-05-31,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
838,0.643232146831047,0.3626923646954225,MA,2023-06-01,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
839,1.76317364625139,0.50825596810047,MA,2023-06-02,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0
840,0.470290228868988,0.316917258489291,MA,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
841,0.7329245958832,0.2342322910562315,MD,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
842,0.907183127962641,0.193655460914304,MD,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
843,0.4987045409316,0.1276871839656125,MD,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
844,0.910640724566571,0.2920799084021105,MD,2023-04-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
845,1.14621056969362,0.0311047472639009,MD,2023-04-27,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
846,1.93950068580862,0.4482348782296905,MD,2023-04-28,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
847,2.0828860283341,0.3588033305620545,MD,2023-04-29,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0
848,0.509097189964674,0.03806992915574285,MD,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
849,1.25782928488441,0.3193722738849525,MD,2023-05-01,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
850,1.36436945010533,0.3597153230022415,MD,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
851,0.384715729189464,0.0465745070930207,MD,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
852,2.24538960578301,0.400094927194845,MD,2023-05-04,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
853,1.01875885142237,0.316570618236727,MD,2023-05-05,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
854,0.530021525623625,0.205501583982515,MD,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,0.495573905139265,0.2040612782471235,MD,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
856,1.66043868403386,0.3561244477766355,MD,2023-05-08,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
857,0.521576956189125,0.206190576282389,MD,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
858,1.27843500856839,0.4206835073508045,MD,2023-05-10,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
859,1.03755347182879,0.3368400353487695,MD,2023-05-11,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
860,NA,NA,MD,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,0.973806848544316,0.0894523771964795,MD,2023-05-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
862,1.02317443300359,0.72166016627491,MD,2023-05-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
863,0.795681043787909,0.3886094483751815,MD,2023-05-15,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
864,1.34090561017514,0.619778714966805,MD,2023-05-16,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0
865,0.962575200996473,0.431012427544972,MD,2023-05-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
866,0.849200263594614,0.1214691282521255,MD,2023-05-18,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
867,0.759480370136086,0.536798692839205,MD,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
868,NA,NA,MD,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,1.06798576908405,0.357565829246656,MD,2023-05-21,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
870,1.15889797416302,0.373498514822093,MD,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
871,0.632028983151316,0.4383849813786565,MD,2023-05-23,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
872,1.07915187963929,0.52285842549996,MD,2023-05-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
873,0.873453489100751,0.455938904497605,MD,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
874,0.269622049964623,0.1899624213601045,MD,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
875,0.850104334846077,0.604437389707985,MD,2023-05-27,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
876,0.541448816607528,0.377519495062369,MD,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,1.23345577251123,0.4041738908692855,MD,2023-05-29,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
878,1.03626348140527,0.351704715435601,MD,2023-05-30,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
879,1.08046881799605,0.530267733914465,MD,2023-05-31,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
880,1.14659627437353,0.55478364394095,MD,2023-06-01,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
